"79","974375993581408258","littledonnymc","15/3/2018 20:05:14","75","Minecraft LIFE of ALEX &amp; STEVE - THE BABY TWINS ARE LOCKED UP IN PRISON!!: https://t.co/AJco0gAs6A via @YouTube","4","38"
"80","974375993791188992","AllaGamePlayer","15/3/2018 20:05:14","930","Gostei de um vídeo @YouTube https://t.co/W5mAjRDH99 NOSSO PREDIO!! - Walking Craft #27: Minecraft","4","465"
"81","974375998367174656","Gustavo44167958","15/3/2018 20:05:15","110","@beta_mcpe_br Alguém ai de bom coração que poderia me doar Rs19,99 para eu comprar o minecraft sempre quis ter mais… https://t.co/170tvXugfE","4","55"
"82","974376010635513862","Alphatasticlly","15/3/2018 20:05:18","142","@Minecraft Lezzz go","4","71"
"83","974376021372923905","LuxeriElFan121","15/3/2018 20:05:21","35846","RT @Nuclear150: Verga los que jugábamos y hacíamos contenido de minecraft ya nos va de la verga tanto en twitch twitter que saddd ","4","17923"
"84","974376027714600960","JacobDominguez0","15/3/2018 20:05:22","828","RT @BabyMaxYT: Minecraft - SLENDERINA THE CELLAR HAS JOJO SIWA TRAPPED FOREVER: https://t.co/aWmY6EVnVx via @YouTube","4","414"
"85","974376044378689538","LaLola44602723","15/3/2018 20:05:26","3","RT @Diegojosuelara2: ☺Q hos parece si ⤵
¿Hacemos un sorteo de cuentas minecraft premium rapido?","4","2"
"86","974376048761757696","conrad_cnt","15/3/2018 20:05:27","207","Mi è piaciuto un video di @YouTube: https://t.co/8zy1WOy8E9 I NOSTRI CONSIGLI: COME COSTRUIRE SU MINECRAFT","4","104"
"87","974376049231454208","Henriquecraft99","15/3/2018 20:05:27","0","@MojangSupport  Hello, good afternoon, I have a question
my minecraft bought on your site is having a problem my sc… https://t.co/hcHVdV5UYb","4","0"
"88","974376055086731265","k_getchell","15/3/2018 20:05:29","1524","@CllrJohnWincott Is #Minecraft any good? #OfCourse it’s good, it’s #Minecraft!  Only snafu is that #Edu version req… https://t.co/CbXJphVRID","4","762"
"89","974376064603521024","yesursmarketing","15/3/2018 20:05:31","35","RT: Birthday Party #Computers #PlayingTogether #Minecraft #Roblox ","4","18"
"90","974376072031690755","Meri720","15/3/2018 20:05:33","54",,"4","27"
"91","974376074531495941","stemlearning247","15/3/2018 20:05:33","6216","RT: Your kids love #Minecraft? Would they like to design and code for their personalized Minecraft? ","4","3108"
"92","974376076817436673","KuidoTheGreat","15/3/2018 20:05:34","2078","Qué pasa españolitos del señor? Aquí M.rajoyxXx! Vamos a jugar un poco a Minecraft! https://t.co/OFiZmmOWAS https://t.co/OFiZmmOWAS","4","1039"
