Num,ID,Created_at,Fav,retweets,text,media1,media2,media3,media4,compund,neg,neu,pos
228,963048595694944256,2018-02-12 13:54:12,5018,1116,Welcome to the club 3??4?? https://t.co/uBFDiAplMT,http://pbs.twimg.com/media/DV1vlt2VwAIxjQU.jpg,N/A,N/A,N/A,0.4588,0,0.625,0.375
229,963035001175662592,2018-02-12 13:00:11,7328,2178,Happy Birthday #Celtics Legend and 11x @NBA champ @RealBillRussell ???6?? https://t.co/f6E8YEUDRn,http://pbs.twimg.com/media/DV1jOoiW0AATjWb.jpg,N/A,N/A,N/A,0.7783,0,0.57,0.43
230,962918111920959488,2018-02-12 5:15:42,3586,580,Our Instagram grid ?? https://t.co/rpEEROSFQP,http://pbs.twimg.com/media/DVz45-IUMAAEb6S.jpg,N/A,N/A,N/A,0,0,1,0
231,962901780748275712,2018-02-12 4:10:49,1935,358,"""Now I'm up there. And that's forever."" 
@PaulPierce34 received the greatest honor of his life Sunday, as he was immortalized as a Celtics Legend: https://t.co/SzH6hZwCbe",N/A,N/A,N/A,N/A,0.8126,0,0.748,0.252
232,962894045034045440,2018-02-12 3:40:04,293,30,"Terry Rozier logged a big game off the bench, but we weren't able to take down the Cavs at TD Garden: https://t.co/vYj7uZUKjT",N/A,N/A,N/A,N/A,0,0,1,0
233,962890211209379840,2018-02-12 3:24:50,2133,499,"To honor Paul Pierce and his 15-year Celtic career, The Truth had his No. 34 retired on Sunday afternoon. https://t.co/hD6cbK368O",https://video.twimg.com/amplify_video/962888612533514240/vid/1280x720/jggsW7Qkj6iWiUDH.mp4,N/A,N/A,N/A,0.5106,0.08900000000000001,0.688,0.223
234,962864029290188801,2018-02-12 1:40:48,5234,1616,"Take in the moment Paul, you've earned it. 3??4?? https://t.co/B81uPlraT5",https://video.twimg.com/amplify_video/962860356979761152/vid/1280x720/Rgqwm93kEvF-uY3i.mp4,N/A,N/A,N/A,0,0,1,0
235,962852350749761537,2018-02-12 0:54:24,2653,593,"Fans, this one?s for you https://t.co/USQdEJVpqh",https://video.twimg.com/ext_tw_video/962852158835081218/pu/vid/1280x720/HoxD5TqDjC2ZZb3U.mp4,N/A,N/A,N/A,0,0,1,0
236,962835502087864321,2018-02-11 23:47:26,18113,8327,"Inglewood made him.
Kansas shaped him.
But he was always a Celtic and that is The Truth.

#ThankYouPaul https://t.co/anzr8a6QDl",https://video.twimg.com/amplify_video/962775993281843201/vid/1280x720/MunoLwr5yy52Cj61.mp4,N/A,N/A,N/A,0.3182,0,0.8809999999999999,0.11900000000000001
237,962827784040181760,2018-02-11 23:16:46,2666,772,"The Paul Pierce Players? Tunnel will serve as a reminder to all current and future players of what ?being a Celtic? truly means. 

Congratulations @paulpierce34 and thank you @tdgarden. https://t.co/FJNRHMFioC",http://pbs.twimg.com/media/DVymwtUXUAAG6kU.jpg,N/A,N/A,N/A,0.8519,0,0.7290000000000001,0.271
238,962826170390769665,2018-02-11 23:10:22,8691,1582,Respect. https://t.co/eeLSmlvg8A,http://pbs.twimg.com/media/DVylKYGUQAARgg2.jpg,N/A,N/A,N/A,0.4767,0,0.244,0.7559999999999999
239,962824008029949953,2018-02-11 23:01:46,7019,2751,#ThankYouPaul https://t.co/zW19ULmKwE,https://video.twimg.com/amplify_video/962760867770089472/vid/1280x720/sMrn5n5fvIC4iVRt.mp4,N/A,N/A,N/A,0,0,1,0
240,962821122462048256,2018-02-11 22:50:18,709,208,"Final: Cavaliers 121, Celtics 99.

Terry Rozier led the Celtics in scoring with 21 points to go with 9 boards and 5 assists. Kyrie Irving added 18 points and 5 assists of his own. James: 24 points, 8 rebounds, 10 assists for Cleveland. https://t.co/rzv0h6oIc1",http://pbs.twimg.com/media/DVygpAjU8AABbg3.jpg,N/A,N/A,N/A,0,0,1,0
241,962813744177930240,2018-02-11 22:20:59,344,87,"End of Q3: Cavaliers 95, Celtics 74.

Irving (18 points) and Morris (17 points) continue to pace Boston on offense, but the Cavaliers' shot-making is giving them the edge. James: 24 points, 8 rebounds, 10 assists for Cleveland.",N/A,N/A,N/A,N/A,0.3818,0.038,0.884,0.078
242,962808261543170049,2018-02-11 21:59:12,163,37,Walter McCarty spoke with @Amanda_Pflugrad during halftime about the challenges these new-look Cavs present. https://t.co/JUlYsqp5Zl,https://video.twimg.com/ext_tw_video/962807829869531142/pu/vid/1280x720/Y9HJ9OK0LhHtXm3s.mp4,N/A,N/A,N/A,0.0772,0,0.915,0.085
243,962803148955045889,2018-02-11 21:38:53,458,106,"Halftime: Cavaliers 64, Celtics 52.

Kyrie Irving led the C's in scoring with 16 points, while Marcus Morris added 10 points of his own. Al Horford: 6 points, 5 rebounds, 5 assists. https://t.co/tHkRjnSX5r",http://pbs.twimg.com/media/DVyQThKVoAALSJq.jpg,N/A,N/A,N/A,0,0,1,0
244,962798633400795136,2018-02-11 21:20:56,0,284,RT @marty_walsh: Congratulations @paulpierce34 on a legendary basketball career. You earned this day &amp; your city is very proud. #TheTruth @“,N/A,N/A,N/A,N/A,0.807,0,0.7120000000000001,0.28800000000000003
245,962798505457790976,2018-02-11 21:20:26,828,221,"Terry Rozier ??
Al Horford ??
TD Garden ?? https://t.co/gBtDwcrEqk",https://video.twimg.com/amplify_video/962798202285121536/vid/1280x720/3wmQnJl0kktavUbb.mp4,N/A,N/A,N/A,0,0,1,0
246,962797621906755584,2018-02-11 21:16:55,5587,1587,"?We in here? 

Everyone?s back to celebrate The Truth ?? https://t.co/BM45VG5vAP",https://video.twimg.com/ext_tw_video/962797467837325313/pu/vid/720x1280/m44Mjv6CrY7JnI8t.mp4,N/A,N/A,N/A,0.7184,0,0.6,0.4
247,962796416090427392,2018-02-11 21:12:08,530,112,Paul Pierce's ability to rise to the occasion is just one of the things that Kyrie Irving learned from watching the Truth play. https://t.co/jtNYpOI1BX,https://video.twimg.com/ext_tw_video/962796055174709248/pu/vid/1280x720/gfJGC1dP1icN18ad.mp4,N/A,N/A,N/A,0.7184,0,0.75,0.25
248,962796150117027840,2018-02-11 21:11:04,880,309,Al Horford drives through the lane and throws it down! https://t.co/P39MURjjnK,https://video.twimg.com/amplify_video/962795853269397505/vid/1280x720/l6Gonmta_LyE8cwi.mp4,N/A,N/A,N/A,0,0,1,0
249,962795691843170307,2018-02-11 21:09:15,593,162,"End of Q1: Celtics 32, Cavaliers 31.

Kyrie Irving (9 points, 2 assists) and Marcus Morris (8 points) got it going in the first quarter to give the C's the lead heading into the second.",N/A,N/A,N/A,N/A,0.5574,0,0.902,0.098
250,962794339570249728,2018-02-11 21:03:53,1419,345,#ThankYouPaul for setting the example on and off the court ?? https://t.co/ajF4lcEEDW,https://video.twimg.com/amplify_video/962759479358976000/vid/1280x720/a9G1l_igV_fa_Dp5.mp4,N/A,N/A,N/A,0,0,1,0
251,962791343557939200,2018-02-11 20:51:58,582,177,"Back to where it all began: Inglewood, CA

#ThankYouPaul https://t.co/M5o25d7tXv",https://video.twimg.com/amplify_video/962760869602971648/vid/1280x720/Oqa1Zly-azO0M_wH.mp4,N/A,N/A,N/A,0,0,1,0
252,962789723780546563,2018-02-11 20:45:32,4692,1796,Kyrie stepback = ? https://t.co/C6JiU8qzIk,https://video.twimg.com/amplify_video/962789539944296448/vid/1280x720/ZA8B8mKxeLIVADi2.mp4,N/A,N/A,N/A,0,0,1,0
253,962788403040477184,2018-02-11 20:40:17,662,183,Aaaand we're off! ?? https://t.co/nZRUz9apts,N/A,N/A,N/A,N/A,0,0,1,0
254,962782957126737921,2018-02-11 20:18:39,325,69,"?All the film goes out the window, I?ll tell you that.? ? Kyrie &amp; Coach discuss the challenges of facing the new-look Cavs for the 1st time: https://t.co/D1nZba60hc",N/A,N/A,N/A,N/A,0.0772,0,0.9520000000000001,0.048
255,962770733071060993,2018-02-11 19:30:04,398,96,"Today, we honor The Truth. Remember to grab your limited edition, @TDBank_US commemorative patch as you arrive today! #ThankYouPaul https://t.co/mgPuTGQzjS",http://pbs.twimg.com/media/DVxy4NHX4AEnYLO.jpg,N/A,N/A,N/A,0.5983,0.077,0.688,0.235
256,962763191481655297,2018-02-11 19:00:06,2960,832,"And, of course, we all remember the wheelchair game.. https://t.co/Jrbfi6NR1d",https://video.twimg.com/amplify_video/962746162884341760/vid/1280x720/o57iM0Qeds6N8kQo.mp4,N/A,N/A,N/A,0,0,1,0
257,962760517248053248,2018-02-11 18:49:29,0,1207,RT @NBA: Ahead of his @Celtics jersey retirement (following CAVS/CELTICS)... we look back at @PaulPierce34 through the years! #ThankYouPaul“,https://video.twimg.com/amplify_video/962133710257774592/vid/1280x720/DREtTGrCwBF3eSvT.mp4,N/A,N/A,N/A,0,0,1,0
258,962760238884704266,2018-02-11 18:48:22,720,131,Brad Stevens says he and the team?s role in today?s @paulpierce34 festivities is to grab a win against the Cavs. Tip-off is at 3:30pm!,N/A,N/A,N/A,N/A,0.8016,0,0.745,0.255
259,962756198591352832,2018-02-11 18:32:19,0,2825,RT @RealBillRussell: Congratulations to @PaulPierce34 #TheTruth on a GREAT career!  Very proud to have you as part of my @celtics family. H“,https://video.twimg.com/ext_tw_video/962747255475159040/pu/vid/720x1280/YBEAdlqPBWNv5JpH.mp4,N/A,N/A,N/A,0.9249,0,0.5920000000000001,0.408
260,962753464580427776,2018-02-11 18:21:27,0,937,"RT @PlayersTribune: Ahead of becoming the 22nd player to have his number retired by the @celtics, friends, teammates, rivals and peers pay“",https://video.twimg.com/amplify_video/887062818050031616/vid/1280x720/HqPygE4uBajT36G9.mp4,N/A,N/A,N/A,0.5267,0,0.82,0.18
261,962748117601996800,2018-02-11 18:00:12,191,31,How do the C's and Cleveland match up on the boards?  Find out in today's Gameday Analytics presented by @generalelectric. https://t.co/nyX8Vu6RuE,https://video.twimg.com/ext_tw_video/962748085075025921/pu/vid/1280x720/diRSvPwdYw2jq2VC.mp4,N/A,N/A,N/A,0,0,1,0
262,962741898141106182,2018-02-11 17:35:30,1588,463,Think you know the story behind The Truth's intro? ? https://t.co/BN6Dw21kga,https://video.twimg.com/amplify_video/962697481967587330/vid/1280x720/JrVwbr0qZbteWVle.mp4,N/A,N/A,N/A,0,0,1,0
263,962707404092788738,2018-02-11 15:18:26,8482,3519,"""Right in Harrington's face"" https://t.co/1FKhqVZn9Q",https://video.twimg.com/amplify_video/962697787954663424/vid/1280x720/QbXSzGAIYu1wq8Tc.mp4,N/A,N/A,N/A,0,0,1,0
264,962693125868277760,2018-02-11 14:21:41,0,943,"RT @PlayersTribune: .@celtics great @paulpierce34 expresses his appreciation for the city of Boston, it?s fans and everyone who supported h“",https://video.twimg.com/amplify_video/962444856059559936/vid/1280x720/4u7NL7Bvwn_5XXn2.mp4,N/A,N/A,N/A,0.8658,0,0.637,0.363
265,962680121273368576,2018-02-11 13:30:01,23700,11596,"Forever The Truth.
Forever a Celtic.
#ThankYouPaul https://t.co/UGGMsymNI6",https://video.twimg.com/amplify_video/962600883258183681/vid/1280x720/_5b2yKfIIr-I-Kyd.mp4,N/A,N/A,N/A,0.3182,0,0.723,0.27699999999999997
266,962657506827931648,2018-02-11 12:00:09,2875,956,"TODAY #Celtics vs @cavs 
POSTGAME: @paulpierce34 Number Retirement Ceremony on @NBCSBoston 
? 3:30 p.m.
? https://t.co/B1lvM9HPcY 
? @ABC  
? @985TheSportsHub https://t.co/3DmrcEslbH",http://pbs.twimg.com/media/DVwL5jGWAAEIX90.jpg,N/A,N/A,N/A,0.0772,0,0.925,0.075
267,962530280350404609,2018-02-11 3:34:36,3243,382,?This makes it all worth it.? https://t.co/iHf9BqDMva,http://pbs.twimg.com/media/DVuYK37XkAACqLG.jpg,N/A,N/A,N/A,0.2263,0,0.759,0.24100000000000002
268,962527554958655488,2018-02-11 3:23:46,441,77,#TommyPoint ? https://t.co/skRXsun5Eh,https://video.twimg.com/ext_tw_video/962527468396593152/pu/vid/1174x720/anV5O89WBVk7o6E4.mp4,N/A,N/A,N/A,0,0,1,0
269,962525039508774913,2018-02-11 3:13:46,1460,260,"Welcome to the club, 34 ?? https://t.co/XCxZDYLQRP",https://video.twimg.com/ext_tw_video/962524840333795328/pu/vid/1174x720/bwx8aP5kTCGxjtBF.mp4,N/A,N/A,N/A,0.4588,0,0.667,0.33299999999999996
270,962515575590260737,2018-02-11 2:36:10,907,176¬¢3??1??,,,,,,,,,
0??0??,,,,,,,,,,,,,
1??5??,,,,,,,,,,,,,
"?3??4?? https://t.co/R2vgic9kTb""",http://pbs.twimg.com/media/DVuKzSSX0AACQiO.jpg,N/A,N/A,N/A,0,0,1,0,,,,,
271,962496439304802304,2018-02-11 1:20:08,2871,738,The Truth reacts to having his number retired ?? #ThankYouPaul https://t.co/NWQo5c4Mz5,https://video.twimg.com/ext_tw_video/962496034722136064/pu/vid/1280x720/HkLjmzIgIfuazEoR.mp4,N/A,N/A,N/A,0.3818,0,0.7140000000000001,0.28600000000000003
272,962490277356326917,2018-02-11 0:55:38,3418,708,Raise ?em up ? https://t.co/Xjf9Se8gNj,http://pbs.twimg.com/media/DVtzy4pVwAAnpmK.jpg,N/A,N/A,N/A,0,0,1,0
273,962480860179116032,2018-02-11 0:18:13,1465,321,? 3??4??? https://t.co/f08I3t9MHq,https://video.twimg.com/ext_tw_video/962480464786108416/pu/vid/1280x720/U-2mVD_eIX7GR5aP.mp4,N/A,N/A,N/A,0,0,1,0
274,962479360979689473,2018-02-11 0:12:16,6566,1008,Family first ? https://t.co/jMTGYLfgYf,http://pbs.twimg.com/media/DVtp3zBVQAArGP6.jpg,N/A,N/A,N/A,0,0,1,0
275,962473109071769601,2018-02-10 23:47:25,2632,369,The Truth &amp; The Chief https://t.co/yqXvy61AAX,http://pbs.twimg.com/media/DVtkLV8VwAEsWHs.jpg,N/A,N/A,N/A,0.3182,0,0.685,0.315
276,962464038000132097,2018-02-10 23:11:23,650,131,Let the festivities begin! Keep an eye on our channels tonight as we celebrate @paulpierce34?s jersey retirement with @Optum. https://t.co/7cGhieCfBo,http://pbs.twimg.com/media/DVtb7zRVQAEckUp.jpg,N/A,N/A,N/A,0.7959,0,0.7170000000000001,0.28300000000000003
277,962416386457915394,2018-02-10 20:02:02,828,106,We have assigned Guerschon Yabusele to the @maineredclaws,N/A,N/A,N/A,N/A,0,0,1,0
278,962363034818658304,2018-02-10 16:30:01,431,105,"""The legacy that @paulpierce34 is going to leave with this organization is that he stuck it out through the bad times and when the good times came, he capitalized."" - @Marc_DAmico https://t.co/a9DLbL8W8w",https://video.twimg.com/amplify_video/962166617261199361/vid/1280x720/nzLqh4hXCT0idZzJ.mp4,N/A,N/A,N/A,-0.4215,0.183,0.738,0.079
279,962355487139282944,2018-02-10 16:00:02,2156,427,A ring fit for a champion ? https://t.co/cp8r2BdOsM,https://video.twimg.com/amplify_video/962163476281118721/vid/1280x720/AL3TLUVfetXt5tnI.mp4,N/A,N/A,N/A,0.7506,0,0.319,0.6809999999999999
280,962325339610451970,2018-02-10 14:00:14,1018,217,"What's your favorite @paulpierce34 moment?

https://t.co/94QIemtj80",N/A,N/A,N/A,N/A,0.4588,0,0.625,0.375
281,962317747597271040,2018-02-10 13:30:04,458,103,"While studying abroad, Jose Abreu's childhood home in the Dominican Republic was burned down, but his community rallied and helped rebuild it. To pay it forward, Jose has re-built homes for 80 families. ? for our @MAStateLottery #HeroAmongUs! https://t.co/dIlS3IJKGq",http://pbs.twimg.com/media/DVrW4-MWkAA02bH.jpg,N/A,N/A,N/A,-0.2244,0.049,0.951,0
282,962212019444355072,2018-02-10 6:29:57,964,120,"Brad Stevens says the C's have been taking too many offensive ""shortcuts"" lately. So he &amp; Kyrie Irving plan do everything in their power to help change that: https://t.co/9tlFIr6opD",N/A,N/A,N/A,N/A,-0.0772,0.092,0.826,0.083
283,962193055691534336,2018-02-10 5:14:35,383,84,"It was too little, too late for us Friday night against the Pacers. https://t.co/BRnL4ebm3I",https://video.twimg.com/amplify_video/962191353856733184/vid/1280x720/CanmjbpwtwrQm7_p.mp4,N/A,N/A,N/A,0,0,1,0
284,962168023653240832,2018-02-10 3:35:07,261,35,We stormed back from a 26-point deficit but Indiana's big buckets during the 4th held us off: https://t.co/K8UTAFHS1Y,N/A,N/A,N/A,N/A,-0.2144,0.10400000000000001,0.8959999999999999,0
285,962157206555766784,2018-02-10 2:52:08,758,220,"Final: Pacers 97, Celtics 91.

Boston rallied back from a 26-point deficit, but came up short in the final minutes of the game. Irving led Boston with 21 points and 5 assists. Horford: 10 points, 8 rebounds, 4 assists. Oladipo: 35 points, 10 rebounds for Indiana. https://t.co/G6fl536Nzs",http://pbs.twimg.com/media/DVpEzvpXcAAdnHB.jpg,N/A,N/A,N/A,-0.2144,0.042,0.958,0
286,962154182450073600,2018-02-10 2:40:07,1186,184,Boston takes its first lead of the game on a Horford trey! https://t.co/xK9o63rpH2,https://video.twimg.com/amplify_video/962153981484118016/vid/1280x720/lPgwHSCQSChtMSoR.mp4,N/A,N/A,N/A,0,0,1,0
287,962153649983156224,2018-02-10 2:38:00,0,90,"RT @celtics_stats: After trailing by as many as 26 points, the Celtics have captured their first lead of the game at 83-82 with 4:46 remain“",N/A,N/A,N/A,N/A,0,0,1,0
288,962148988257472513,2018-02-10 2:19:29,3264,926,Terry beats the horn from the logo! ? https://t.co/ngWwOeuxhm,https://video.twimg.com/amplify_video/962148715749355520/vid/1280x720/JVgyewsYci0qyuNR.mp4,N/A,N/A,N/A,0,0,1,0
289,962148249900601344,2018-02-10 2:16:33,637,137,"End of Q3: Pacers 76, Celtics 72.

Boston storms back in the third quarter, thanks in part to Jaylen Brown's 12-point outburst (team-high 16 points in the game). Kyrie Irving: 14 points, 4 assists.",N/A,N/A,N/A,N/A,0.4404,0,0.917,0.083
290,962146854099148800,2018-02-10 2:11:00,494,103,Strong move by Brown ? https://t.co/IYIN1QE1pU,https://video.twimg.com/amplify_video/962146468453912576/vid/1280x720/ogxE5mGmBrW1th7F.mp4,N/A,N/A,N/A,0.5106,0,0.5479999999999999,0.452
291,962145388135403520,2018-02-10 2:05:10,475,104,Al Horford grabs a steal on the Indiana fast break and Jaylen Brown finishes on the other end! https://t.co/P2TvvEZKHG,https://video.twimg.com/amplify_video/962145170404839424/vid/1280x720/3nGOeMhto8SrcvvU.mp4,N/A,N/A,N/A,-0.5411,0.17,0.83,0
292,962137763977023488,2018-02-10 1:34:53,362,79,"Halftime: Pacers 59, Celtics 38.

Jayson Tatum led Boston with 11 points in the first half. Aron Baynes added 6 points and 4 rebounds. Oladipo: 17 points for Indy. https://t.co/bFtfYNTMkK",http://pbs.twimg.com/media/DVoy374UMAYISc1.jpg,N/A,N/A,N/A,0,0,1,0
293,962130802309033984,2018-02-10 1:07:13,238,37,"Greg Monroe sees himself complementing this Celtics squad right off the bat.

Watch him play his first home game as a Celtic live: https://t.co/nfczH8Mu4Z https://t.co/zra1BiYVKx",https://video.twimg.com/ext_tw_video/962130672793120773/pu/vid/1280x720/b-8G4jUMuKTTbrQd.mp4,N/A,N/A,N/A,0.34,0,0.9059999999999999,0.094
294,962130294638895107,2018-02-10 1:05:12,223,42,"End of Q1: Pacers 30, Celtics 16.

Jayson Tatum leads the Celtics in scoring with 6 points, but an 11-point quarter from Indiana's Victor Oladipo gives the visitors a 14-point lead heading into the second frame.",N/A,N/A,N/A,N/A,0,0,1,0
295,962128102255136768,2018-02-10 0:56:29,563,102,Irving to Baynes for another throwdown! ? https://t.co/xe5gppdvSF,https://video.twimg.com/amplify_video/962127890182819841/vid/1280x720/LgbpcFpBlKFhW0n1.mp4,N/A,N/A,N/A,0,0,1,0
296,962126018004881408,2018-02-10 0:48:12,691,137,Irving threads the needle to Baynes! https://t.co/9w2HuTG9JX,https://video.twimg.com/amplify_video/962125907464015872/vid/1280x720/U9C1wHMcA__T23B6.mp4,N/A,N/A,N/A,0,0,1,0
297,962123816578289665,2018-02-10 0:39:27,544,150,??? Tonight?s starting lineup ??? https://t.co/9V6CaFJikj,N/A,N/A,N/A,N/A,0,0,1,0
298,962116527465160705,2018-02-10 0:10:30,183,33,"Danny Ainge discusses his decision to stand pat at the trade deadline, as well as his plans on exploring the buyout market: https://t.co/C6D7TNNVly",N/A,N/A,N/A,N/A,0.2732,0,0.9129999999999999,0.087
299,962113049418260480,2018-02-09 23:56:40,681,138,"Tweet your #ThankYouPaul message in 34 words or less for your chance to win 1 of 11 Paul Pierce commemorative hats. 

Official sweepstakes rules: https://t.co/Jd2ka0KkiS� https://t.co/5EEFInnSkG",N/A,N/A,N/A,N/A,0.6743,0,0.8059999999999999,0.19399999999999998
300,962106358278578176,2018-02-09 23:30:05,128,25,Another Friday home game = a new @NBCSBoston #AuthenticFan cheer card. Find your's tonight on your seat ? https://t.co/9sqpWY2a1j,http://pbs.twimg.com/media/DVoWohhXkAEAjdr.jpg,N/A,N/A,N/A,0.5106,0,0.82,0.18
301,962099567889145863,2018-02-09 23:03:06,896,108,"Danny Ainge says of the current team, ?I think they play for each other. They play for each other defensively, and we?ve been improving offensively.?",N/A,N/A,N/A,N/A,0.7184,0.053,0.695,0.252
302,962097246262132736,2018-02-09 22:53:53,235,52,#NEBHInjuryReport: Stevens says Smart (hand) will be re-evaluated tonight but the anticipation is that he will not be available until after the All-Star break.,N/A,N/A,N/A,N/A,0.3506,0,0.8640000000000001,0.136
303,962096312207532032,2018-02-09 22:50:10,688,95,"?We have a good locker room,? says Brad Stevens. ?We have guys that pull for one another.?",N/A,N/A,N/A,N/A,0.4404,0,0.838,0.162
304,962096092966944768,2018-02-09 22:49:18,866,117,"Brad Stevens says he and the Celtics want to take advantage of Greg Monroe?s passing ability, in some ways similar to the way they do so with Al Horford.",N/A,N/A,N/A,N/A,0.5574,0,0.823,0.177
305,962088767778643968,2018-02-09 22:20:11,199,33,"The C's ball movement has been on point when playing Indiana this season. How do you think that will that impact tonight's result?

Find out more in today's Gameday Analytics presented by @generalelectric. https://t.co/fdFScLg0O0",https://video.twimg.com/ext_tw_video/962088739047596032/pu/vid/1280x720/TTzBuzblf46e27WJ.mp4,N/A,N/A,N/A,0.2023,0,0.948,0.052000000000000005
306,962075188274913280,2018-02-09 21:26:14,1707,347,"In preparation of Sunday, there might be something missing from the rafters tonight ? https://t.co/Yq9Unc8OJv",N/A,N/A,N/A,N/A,-0.29600000000000004,0.145,0.855,0
307,962042189755826176,2018-02-09 19:15:06,200,50,".@WNBA player, @Chiney321, reflects on watching The Truth and how he contributed to growing her love of the game. #ThankYouPaul https://t.co/uIa03pN3cs",https://video.twimg.com/amplify_video/962033983365132293/vid/1280x720/JhQeKgNnDTJWVPcD.mp4,N/A,N/A,N/A,0.802,0,0.687,0.313
308,962030449429278721,2018-02-09 18:28:27,7677,2672,"Legends never die, they live on in the rafters. 

#ThankYouPaul https://t.co/XWlYZEYeAy",https://video.twimg.com/amplify_video/962029935299780608/vid/1280x720/qhLL-N6-YUq5-f9H.mp4,N/A,N/A,N/A,0.4847,0,0.7609999999999999,0.239
309,961985575787089920,2018-02-09 15:30:08,554,76,Stock up on The Truth gear before Sunday ?? https://t.co/4stGllRzYq https://t.co/6WPIqFCEuc,http://pbs.twimg.com/media/DVmoyA5X0AAsf78.jpg,N/A,N/A,N/A,0.3182,0,0.813,0.187
310,961977381937451008,2018-02-09 14:57:35,2130,630,"On Sunday, @paulpierce34 will become the 23rd player to have his number retired to the rafters. https://t.co/K18LDqXrQz",https://video.twimg.com/amplify_video/961976789126950913/vid/1280x720/91ZFeMKeOK8p3Lfg.mp4,N/A,N/A,N/A,0.0772,0,0.925,0.075
311,961956118498070528,2018-02-09 13:33:05,1883,403,"In 2 days we retire #34. 

Want to be there sitting courtside? Enter the Always a Celtic Sweepstakes presented by @TDBank_US win 2 courtside tickets to the game ? https://t.co/vtw3Ftdgwv https://t.co/GgtGzsI4uQ",http://pbs.twimg.com/media/DVmN_UMWkAAIVYp.jpg,N/A,N/A,N/A,0.6249,0,0.831,0.16899999999999998
312,961887544379170817,2018-02-09 9:00:36,509,81,"Greg Monroe recaps his Celtics debut, while Brad Stevens and Kyrie Irving discuss his glowing potential with the team: https://t.co/4WZ4Ncu1E6",N/A,N/A,N/A,N/A,0,0,1,0
313,961882347426795520,2018-02-09 8:39:57,760,141,"Kyrie dropped 28 on the Wiz, but Thursday?s OT win was all about the team. https://t.co/KJacgMm6DN",https://video.twimg.com/ext_tw_video/961882198218481665/pu/vid/1280x720/HrOgb29g5JY79MYv.mp4,N/A,N/A,N/A,0.7351,0,0.743,0.257
314,961829550165450753,2018-02-09 5:10:09,660,110,Things that aren't surprising: our All-Star point guard came through in the clutch again Thursday night. https://t.co/crmXBwI80n,N/A,N/A,N/A,N/A,-0.2057,0.102,0.898,0
315,961823782502477827,2018-02-09 4:47:14,1388,142,Kyrie on the Monroe addition: ?Brad has some more weapons to work with now.?,N/A,N/A,N/A,N/A,-0.4927,0.19699999999999998,0.8029999999999999,0
316,961822483148976128,2018-02-09 4:42:04,1283,183,"Jaylen Brown on his step-back 3 in OT: ?The shot clock was going down so I took my time and shot a shot that I?ve been practicing. I?ve been working on it a lot, and it showed itself in the game.? https://t.co/QODgIIyCPR",http://pbs.twimg.com/media/DVkUcXLUQAEmho9.jpg,N/A,N/A,N/A,0,0,1,0
317,961818959698788352,2018-02-09 4:28:04,2242,353,Greg Monroe on what he learned about his new team during tonight?s hard-fought win: ?Everybody trusts each other. And that?s big in this league.?,N/A,N/A,N/A,N/A,0.7845,0,0.7609999999999999,0.239
318,961818108309590017,2018-02-09 4:24:41,891,114,"?I felt good,? says Greg Monroe. ?I had to get in a rhythm because I hadn?t played in a while. But I felt good out there.? https://t.co/og3Lod9or8",http://pbs.twimg.com/media/DVkQdxcU8AE46_2.jpg,N/A,N/A,N/A,0.6486,0,0.7979999999999999,0.20199999999999999
319,961817634244145153,2018-02-09 4:22:48,0,1218,RT @NBAonTNT: CLUTCH. https://t.co/086ZpLEPr9,https://video.twimg.com/ext_tw_video/961808670437777409/pu/vid/720x720/EjNsCZLQNU1cgwNH.mp4,N/A,N/A,N/A,0,0,1,0
320,961817294098673664,2018-02-09 4:21:27,509,112,Kyrie Irving pushes the ball up the court for a crucial basket in the final seconds of regulation in tonight's @JetBlue,https://video.twimg.com/amplify_video/961815055133110277/vid/1280x720/SPBUc0qp2MEIfPn6.mp4,N/A,N/A,N/A,0.34,0,0.909,0.091
321,961815285660499974,2018-02-09 4:13:28,702,94,Brad Stevens on Daniel Theis: ?He plays really hard. He fills a really important role. And I thought his length made a difference tonight.?,N/A,N/A,N/A,N/A,0.34,0.071,0.757,0.172
322,961813928958353409,2018-02-09 4:08:04,809,117,"?I thought he did a really good job,? Brad Stevens says of Greg Monroe making his Celtics debut. ?And we?ll only get more used to playing with him.?",N/A,N/A,N/A,N/A,0.6436,0,0.826,0.174
323,961811594937159680,2018-02-09 3:58:48,0,177,RT @celtics_stats: This marks just the 4th time since the 1991-92 season that Boston has recorded 40 wins in 56 or games or less https://t.“,N/A,N/A,N/A,N/A,0.5719,0,0.866,0.134
324,961811445515141122,2018-02-09 3:58:12,5461,1726,"#CelticsWin in overtime 110-104 ??

Kyrie Irving led all scorers with 28 points. https://t.co/ExviLNS5of",http://pbs.twimg.com/media/DVkKY92UQAEik1c.jpg,N/A,N/A,N/A,0,0,1,0
325,961809099603062785,2018-02-09 3:48:53,3246,960,BIG three by Brown https://t.co/Y430UMxYkh,https://video.twimg.com/amplify_video/961808959798632448/vid/1280x720/Awv3DGzY21Rgfz9z.mp4,N/A,N/A,N/A,0,0,1,0
326,961807728694865920,2018-02-09 3:43:26,857,211,IRVING FOR 2 https://t.co/GwfGyL5YHi,https://video.twimg.com/amplify_video/961807495344750592/vid/1280x720/lVxx0MLCLINYgQ52.mp4,N/A,N/A,N/A,0,0,1,0
