Movie_ID,movie_names,gross_value,imdb_ratings,metscores,movie_description,runtime,votes,certificate,certificate_id,year_release,year_id,Genre1,Genre2,Genre3,director_name,Director_id,star1,star2,star3,star4,star5,star6
1005,Fantastic Four,56117548,4.3,27,"Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.",100 min,130302,PG-13,1,2015,6,Action, Adventure, Sci-Fi            ,Josh Trank,1005,Josh Trank, Miles Teller, Kate Mara, Michael B. Jordan,null,null
1006,Steve Jobs,17750583,7.2,82,"Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",122 min,128235,R,2,2015,6,Biography, Drama            ,null,Danny Boyle,1006,Danny Boyle, Michael Fassbender, Kate Winslet, Seth Rogen,null,null
1007,The Danish Girl,12706393,7.1,66,"A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.",119 min,127549,R,2,2015,6,Biography, Drama, History            ,Tom Hooper,1007,Tom Hooper, Eddie Redmayne, Alicia Vikander, Amber Heard,null,null
1008,Cinderella,201151353,6.9,67,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",105 min,127502,PG,4,2015,6,Drama, Family, Fantasy            ,Kenneth Branagh,1008,Kenneth Branagh, Lily James, Cate Blanchett, Richard Madden,null,null
1009,The Age of Adaline,42478175,7.2,51,"A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.",112 min,124873,PG-13,1,2015,6,Drama, Fantasy, Romance            ,Lee Toland Krieger,1009,Lee Toland Krieger, Blake Lively, Michiel Huisman, Harrison Ford,null,null
1010,Legend,1872994,7,55,"Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.",132 min,122800,R,2,2015,6,Biography, Crime, Drama            ,Brian Helgeland,1010,Brian Helgeland, Tom Hardy, Emily Browning, Taron Egerton,null,null
1011,The VVitch: A New-England Folktale,25138292,6.8,83,"A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession.",92 min,121819,R,2,2015,6,Horror, Mystery            ,null,Robert Eggers,1011,Robert Eggers, Anya Taylor-Joy, Ralph Ineson, Kate Dickie,null,null
1012,Pitch Perfect 2,184296230,6.4,63,"After a humiliating commando performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.",115 min,119093,PG-13,1,2015,6,Comedy, Music            ,null,Elizabeth Banks,1012,Elizabeth Banks, Anna Kendrick, Rebel Wilson, Hailee Steinfeld,null,null
1013,Trainwreck,110212700,6.2,75,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",125 min,113988,R,2,2015,6,Comedy, Drama, Romance            ,Judd Apatow,1013,Judd Apatow, Amy Schumer, Bill Hader, Brie Larson,null,null
1014,Pixels,78747585,5.6,27,"When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.",105 min,109979,PG-13,1,2015,6,Action, Comedy, Fantasy            ,Chris Columbus,1014,Chris Columbus, Adam Sandler, Kevin James, Michelle Monaghan,null,null
1015,Crimson Peak,31056945,6.5,66,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.",119 min,109303,R,2,2015,6,Drama, Fantasy, Horror            ,Guillermo del Toro,1015,Guillermo del Toro, Mia Wasikowska, Jessica Chastain, Tom Hiddleston,null,null
1016,The Gift,43771291,7.1,77,"A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.",108 min,109280,R,2,2015,6,Drama, Mystery, Thriller            ,Joel Edgerton,1016,Joel Edgerton, Jason Bateman, Rebecca Hall, Joel Edgerton,null,null
1017,Joy,56451232,6.6,56,"Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.",124 min,107985,PG-13,1,2015,6,Drama            ,null,null,David O. Russell,1017,David O. Russell, Jennifer Lawrence, Robert De Niro, Bradley Cooper,null,null
1018,Brooklyn,38317535,7.5,87,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.",117 min,105386,PG-13,1,2015,6,Drama, Romance            ,null,John Crowley,1018,John Crowley, Saoirse Ronan, Emory Cohen, Domhnall Gleeson,null,null
1019,Get Hard,90411453,6,34,"When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars.",100 min,102462,R,2,2015,6,Comedy, Crime            ,null,Etan Cohen,1019,Etan Cohen, Will Ferrell, Kevin Hart, Alison Brie,null,null
1020,Me and Earl and the Dying Girl,6743776,7.8,74,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",105 min,102353,PG-13,1,2015,6,Comedy, Drama            ,null,Alfonso Gomez-Rejon,1020,Alfonso Gomez-Rejon, Thomas Mann, RJ Cyler, Olivia Cooke,null,null
1021,The Walk,10137502,7.3,70,"In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.",123 min,101316,PG,4,2015,6,Adventure, Biography, Crime            ,Robert Zemeckis,1021,Robert Zemeckis, Joseph Gordon-Levitt, Charlotte Le Bon, Guillaume Baillargeon,null,null
1022,In the Heart of the Sea,25020758,6.9,47,"A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.",122 min,99072,PG-13,1,2015,6,Action, Adventure, Biography            ,Ron Howard,1022,Ron Howard, Chris Hemsworth, Cillian Murphy, Brendan Gleeson,null,null
1023,The Visit,65206105,6.2,55,"Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.",94 min,91738,PG-13,1,2015,6,Horror, Thriller            ,null,M. Night Shyamalan,1023,M. Night Shyamalan, Olivia DeJonge, Ed Oxenbould, Deanna Dunagan,null,null
1024,Carol,12711491,7.2,95,"An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.",118 min,87988,R,2,2015,6,Drama, Romance            ,null,Todd Haynes,1024,Todd Haynes, Cate Blanchett, Rooney Mara, Sarah Paulson,null,null
1025,Run All Night,26442251,6.6,59,"Mobster and hit man Jimmy Conlon has one night to figure out where his loyalties lie: with his estranged son, Mike, whose life is in danger, or his longtime best friend, mob boss Shawn Maguire, who wants Mike to pay for the death of his own son.",114 min,87892,R,2,2015,6,Action, Crime, Drama            ,Jaume Collet-Serra,1025,Jaume Collet-Serra, Liam Neeson, Ed Harris, Joel Kinnaman,null,null
1026,Burnt,13650738,6.6,42,"Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",101 min,85913,R,2,2015,6,Comedy, Drama            ,null,John Wells,1026,John Wells, Bradley Cooper, Sienna Miller, Daniel Brí__hl,null,null
1027,The Good Dinosaur,123087120,6.7,66,"In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.",93 min,84307,PG,4,2015,6,Animation, Adventure, Comedy            ,Peter Sohn,1027,Peter Sohn, Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla,null,null
1028,Daddy's Home,150357137,6.1,42,"Brad Whitaker is a radio host trying to get his stepchildren to love him, and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.",96 min,83917,PG-13,1,2015,6,Comedy            ,null,null,Sean Anders,1028,Sean Anders, Will Ferrell, Mark Wahlberg, Linda Cardellini,null,null
1029,Home,177397510,6.7,55,"An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.",94 min,81380,PG,4,2015,6,Animation, Adventure, Comedy            ,Tim Johnson,1029,Tim Johnson, Jim Parsons, Rihanna, Steve Martin,null,null
1030,Vacation,58884188,6.1,34,"Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons.",99 min,80267,R,2,2015,6,Adventure, Comedy            ,null,John Francis Daley,1030,John Francis Daley, Jonathan Goldstein, Ed Helms, Christina Applegate, Skyler Gisondo,null
1031,Paper Towns,32000304,6.3,56,"After an all night adventure, Quentin's life-long crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a life-time.",109 min,79912,PG-13,1,2015,6,Drama, Mystery, Romance            ,Jake Schreier,1031,Jake Schreier, Nat Wolff, Cara Delevingne, Austin Abrams,null,null
1032,The Last Witch Hunter,27367660,6,34,"The last witch hunter is all that stands between humanity and the combined forces of the most horrifying witches in history.",106 min,78440,PG-13,1,2015,6,Action, Adventure, Fantasy            ,Breck Eisner,1032,Breck Eisner, Vin Diesel, Rose Leslie, Elijah Wood,null,null
1033,Hotel Transylvania 2,169700110,6.7,44,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.",89 min,77513,PG,4,2015,6,Animation, Comedy, Family            ,Genndy Tartakovsky,1033,Genndy Tartakovsky, Adam Sandler, Andy Samberg, Selena Gomez,null,null
1034,Hitman: Agent 47,22467450,5.7,28,"An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.",96 min,75464,R,2,2015,6,Action, Adventure, Crime            ,Aleksander Bach,1034,Aleksander Bach, Rupert Friend, Hannah Ware, Zachary Quinto,null,null
1035,Green Room,3219029,7,79,"A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.",95 min,75190,R,2,2015,6,Crime, Horror, Thriller            ,Jeremy Saulnier,1035,Jeremy Saulnier, Anton Yelchin, Imogen Poots, Alia Shawkat,null,null
1036,Self/less,12276810,6.5,34,"A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.",117 min,73577,PG-13,1,2015,6,Action, Mystery, Sci-Fi            ,Tarsem Singh,1036,Tarsem Singh, Ryan Reynolds, Natalie Martinez, Matthew Goode,null,null
1037,Insidious: Chapter 3,52218558,6.1,52,"A prequel set before the haunting of the Lambert family that reveals how gifted psychic Elise Rainier reluctantly agrees to use her ability to contact the dead in order to help a teenage girl who has been targeted by a dangerous supernatural entity.",97 min,72097,PG-13,1,2015,6,Horror, Mystery, Thriller            ,Leigh Whannell,1037,Leigh Whannell, Dermot Mulroney, Stefanie Scott, Angus Sampson,null,null
1038,Dope,17474107,7.2,72,"Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.",103 min,72042,R,2,2015,6,Action, Comedy, Crime            ,Rick Famuyiwa,1038,Rick Famuyiwa, Shameik Moore, Tony Revolori, Kiersey Clemons,null,null
1039,American Ultra,14434604,6.1,50,"A stoner - who is in fact a government agent - is marked as a liability and targeted for extermination. But he's too well-trained and too high for them to handle.",96 min,70362,R,2,2015,6,Action, Comedy, Sci-Fi            ,Nima Nourizadeh,1039,Nima Nourizadeh, Jesse Eisenberg, Kristen Stewart, Connie Britton,null,null
1040,Concussion,34531832,7.1,55,"In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",123 min,70031,PG-13,1,2015,6,Biography, Drama, Sport            ,Peter Landesman,1040,Peter Landesman, Will Smith, Alec Baldwin, Albert Brooks,null,null
1041,Demolition,1978592,7,49,"A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew.",101 min,68913,R,2,2015,6,Comedy, Drama            ,null,Jean-Marc Vallí_Œ©e,1041,Jean-Marc Vallí_Œ©e, Jake Gyllenhaal, Naomi Watts, Chris Cooper,null,null
1042,Hardcore Henry,9244565,6.7,51,"Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.",96 min,68569,R,2,2015,6,Action, Adventure, Sci-Fi            ,Ilya Naishuller,1042,Ilya Naishuller, Sharlto Copley, Tim Roth, Haley Bennett,null,null
1043,Entourage,32361416,6.6,38,"Movie star Vincent Chase, together with his boys Eric, Turtle, and Johnny, are back - and back in business with super agent-turned-studio head Ari Gold on a risky project that will serve as Vince's directorial debut.",104 min,67991,R,2,2015,6,Comedy            ,null,null,Doug Ellin,1043,Doug Ellin, Adrian Grenier, Kevin Connolly, Jerry Ferrara,null,null
1044,Project Almanac,22331028,6.4,47,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",106 min,67134,PG-13,1,2015,6,Drama, Mystery, Sci-Fi            ,Dean Israelite,1044,Dean Israelite, Amy Landecker," Elia""",null,null,null
