Movie_ID,movie_names,gross_value,imdb_ratings,metscores,movie_description,runtime,votes,certificate,certificate_id,year_release,year_id,Genre1,Genre2,Genre3,director_name,Director_id,star1,star2,star3,star4,star5,star6
918,God's Not Dead,60755732,4.8,16,"College philosophy professor Mr. Radisson's curriculum is challenged by his new student, Josh, who believes God exists.",113 min,35643,PG,4,2014,5,Drama            ,null,null,Harold Cronk,918,Harold Cronk, Shane Harper, Kevin Sorbo, David A.R. White,null,null
919,Brick Mansions,20285518,5.7,40,"An undercover Detroit cop navigates a dangerous neighborhood that's surrounded by a containment wall with the help of an ex-con in order to bring down a crime lord and his plot to devastate the entire city.",90 min,35592,PG-13,1,2014,5,Action, Crime, Sci-Fi            ,Camille Delamarre,919,Camille Delamarre, Paul Walker, David Belle, RZA,null,null
920,Endless Love,23393765,6.3,30,"The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.",104 min,35547,PG-13,1,2014,5,Drama, Romance            ,null,Shana Feste,920,Shana Feste, Gabriella Wilde, Alex Pettyfer, Bruce Greenwood,null,null
921,The Inbetweeners 2,,6.4,55,"Jay, Neil, Simon, and Will reunite in Australia for a holiday.",96 min,35424,Not Rated,5,2014,5,Comedy            ,null,null,Damon Beesley,921,Damon Beesley, Iain Morris, Simon Bird, James Buckley, Blake Harrison,null
922,Paranormal Activity: The Marked Ones,32462372,5,42,"When a young man becomes the target of a malevolent entity, he must uncover its true intentions before it takes complete control of him.",84 min,35092,R,2,2014,5,Horror, Thriller            ,null,Christopher Landon,922,Christopher Landon, Andrew Jacobs, Jorge Diaz, Gabrielle Walsh,null,null
923,The Skeleton Twins,5283379,6.8,74,"Having both coincidentally cheated death on the same day, estranged twins reunite with the possibility of mending their relationship.",93 min,34935,R,2,2014,5,Comedy, Drama, Romance            ,Craig Johnson,923,Craig Johnson, Kristen Wiig, Bill Hader, Luke Wilson,null,null
924,Camp X-Ray,9837,6.9,54,"A soldier assigned to Guantanamo Bay befriends a man who has been imprisoned there.",117 min,34552,R,2,2014,5,Drama, War            ,null,Peter Sattler,924,Peter Sattler, Kristen Stewart, Payman Maadi, Lane Garrison,null,null
925,Time Lapse,,6.5,50,"Three friends discover a mysterious machine that takes pictures twenty-four hours into the future, and conspire to use it for personal gain, until disturbing and dangerous images begin to develop.",104 min,34468,Not Rated,5,2014,5,Sci-Fi, Thriller            ,null,Bradley King,925,Bradley King, Danielle Panabaker," Leary""",null,null,null
926,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",66954149,6.2,54,"Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all find themselves living through their own terrible, horrible, no good, very bad day.",81 min,34331,PG,4,2014,5,Comedy, Family            ,null,Miguel Arteta,926,Miguel Arteta, Steve Carell, Jennifer Garner, Ed Oxenbould,null,null
927,Wish I Was Here,3588432,6.7,43,"A struggling actor, father and husband finds himself at a major crossroads, which forces him to examine his life, his family and his career.",106 min,32989,R,2,2014,5,Comedy, Drama            ,null,Zach Braff,927,Zach Braff, Zach Braff, Joey King, Pierce Gagnon,null,null
928,Maps to the Stars,347648,6.2,67,"A tour into the heart of a Hollywood family chasing celebrity, one another and the relentless ghosts of their pasts.",111 min,32536,R,2,2014,5,Comedy, Drama            ,null,David Cronenberg,928,David Cronenberg, Julianne Moore, Mia Wasikowska, Robert Pattinson,null,null
929,Kis Uykusu,,8.2,88,"A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.",196 min,31388,Not Rated,5,2014,5,Drama            ,null,null,Nuri Bilge Ceylan,929,Nuri Bilge Ceylan, Haluk Bilginer, Melisa Sí__zen, Demet Akbag,null,null
930,Cake,1873547,6.4,49,"Claire becomes fascinated by the suicide of a woman in her chronic pain support group while grappling with her own, very raw personal tragedy.",102 min,31341,R,2,2014,5,Drama            ,null,null,Daniel Barnz,930,Daniel Barnz, Jennifer Aniston, Adriana Barraza, Anna Kendrick,null,null
931,Goodnight Mommy,1168902,6.7,81,"Twin boys move to a new home with their mother after she has face changing cosmetic surgery, but under her bandages is someone the children don't recognize.",99 min,31280,R,2,2014,5,Horror, Mystery, Thriller            ,Severin Fiala,931,Severin Fiala, Veronika Franz, Lukas Schwarz, Elias Schwarz, Susanne Wuest,null
932,Pawn Sacrifice,2436062,7,65,"Set during the Cold War, American chess prodigy Bobby Fischer finds himself caught between two superpowers and his own struggles as he challenges the Soviet Empire.",115 min,31209,PG-13,1,2014,5,Biography, Drama, Sport            ,Edward Zwick,932,Edward Zwick, Tobey Maguire, Liev Schreiber, Peter Sarsgaard,null,null
933,The Salvation,5000,6.7,64,"In 1870s America, the fury of a notorious gang leader is unleashed when a peaceful American settler avenges the death of his family. Then as his cowardly fellow townspeople betray him, he is forced to hunt down the outlaws alone.",92 min,30292,R,2,2014,5,Drama, Western            ,null,Kristian Levring,933,Kristian Levring, Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan,null,null
934,Love & Mercy,12547189,7.4,80,"In the 1960s, Beach Boys leader Brian Wilson struggles with emerging psychosis as he attempts to craft his avant-garde pop masterpiece. In the 1980s, he is a broken, confused man under the 24-hour watch of shady therapist Dr. Eugene Landy.",121 min,29804,PG-13,1,2014,5,Biography, Drama, Music            ,Bill Pohlad,934,Bill Pohlad, John Cusack, Paul Dano, Elizabeth Banks,null,null
935,Cold in July,414623,6.8,73,"When a protective father meets a murderous ex-con, both need to deviate from the path they are on as they soon find themselves entangled in a downwards spiral of lies and violence while having to confront their own inner psyche.",109 min,29768,R,2,2014,5,Crime, Thriller            ,null,Jim Mickle,935,Jim Mickle, Michael C. Hall, Sam Shepard, Don Johnson,null,null
936,Black Sea,1171559,6.4,62,"In order to make good with his former employers, a submarine captain takes a job with a shadowy backer to search the depths of the Black Sea for a submarine rumored to be loaded with gold.",114 min,29486,R,2,2014,5,Adventure, Drama, Thriller            ,Kevin Macdonald,936,Kevin Macdonald, Jude Law, Scoot McNairy, Ben Mendelsohn,null,null
937,Left Behind,13998282,3.1,12,"A small group of survivors are left behind after millions of people suddenly vanish and the world is plunged into chaos and destruction.",110 min,29465,PG-13,1,2014,5,Action, Drama, Fantasy            ,Vic Armstrong,937,Vic Armstrong, Nicolas Cage, Lea Thompson, Cassi Thomson,null,null
938,Annie,85911262,5.3,33,"A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York City mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.",118 min,29137,PG,4,2014,5,Comedy, Drama, Family            ,Will Gluck,938,Will Gluck, Quvenzhaní_Œ© Wallis, Cameron Diaz, Jamie Foxx,null,null
939,Step Up All In,14904384,6,45,"All-stars from the previous Step Up installments come together in glittering Las Vegas, battling for a victory that could define their dreams and their careers.",112 min,28661,PG-13,1,2014,5,Drama, Music, Romance            ,Trish Sie,939,Trish Sie, Ryan Guzman, Briana Evigan, Adam Sevani,null,null
940,The One I Love,511635,7.1,66,"A troubled couple vacate to a beautiful getaway, but bizarre circumstances further complicate their situation.",91 min,28488,R,2,2014,5,Drama, Fantasy, Romance            ,Charlie McDowell,940,Charlie McDowell, Mark Duplass, Elisabeth Moss, Ted Danson,null,null
941,Jersey Boys,47034272,6.8,54,"The story of four young men from the wrong side of the tracks in New Jersey who came together to form the iconic 1960s rock group The Four Seasons.",134 min,28320,R,2,2014,5,Biography, Drama, Music            ,Clint Eastwood,941,Clint Eastwood, John Lloyd Young, Erich Bergen, Michael Lomenda,null,null
942,Housebound,,6.8,76,"A young woman is forced to return to her childhood home after being placed under house arrest, where she suspects that something evil may be lurking.",107 min,28148,Not Rated,5,2014,5,Comedy, Horror, Mystery            ,Gerard Johnstone,942,Gerard Johnstone," Reilly""",null,null,null,null
943,A Long Way Down,13093,6.4,34,"Four people meet on New Year's Eve, and form a surrogate family to help one another with the difficulties of their lives.",96 min,27849,R,2,2014,5,Comedy, Drama            ,null,Pascal Chaumeil,943,Pascal Chaumeil, Pierce Brosnan, Toni Collette, Imogen Poots,null,null
944,13 Sins,9134,6.3,44,"A cryptic phone call sets off a dangerous game of risks for Elliot, a down-on-his luck salesman. The game promises increasing rewards for completing 13 tasks, each more sinister than the last.",93 min,27222,R,2,2014,5,Horror, Thriller            ,null,Daniel Stamm,944,Daniel Stamm, Mark Webber, Devon Graye, Tom Bower,null,null
945,Muppets Most Wanted,51183113,6.4,61,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",107 min,27102,PG,4,2014,5,Adventure, Comedy, Crime            ,James Bobin,945,James Bobin, Ricky Gervais, Ty Burrell, Tina Fey,null,null
946,"Men, Women & Children",461162,6.7,38,"A group of high school teenagers and their parents attempt to navigate the many ways the Internet has changed their relationships, their communication, their self-image, and their love lives.",119 min,26270,R,2,2014,5,Comedy, Drama            ,null,Jason Reitman,946,Jason Reitman, Kaitlyn Dever, Rosemarie DeWitt, Ansel Elgort,null,null
947,Big Game,16909,5.4,53,"A young teenager camping in the woods helps rescue the President of the United States when Air Force One is shot down near his campsite.",110 min,25942,PG-13,1,2014,5,Action, Adventure            ,null,Jalmari Helander,947,Jalmari Helander, Samuel L. Jackson, Onni Tommila, Ray Stevenson,null,null
948,The Two Faces of January,506067,6.2,66,"A thriller centered on a con artist, his wife, and a stranger who flee Athens after one of them is caught up in the death of a private detective.",96 min,25625,PG-13,1,2014,5,Romance, Thriller            ,null,Hossein Amini,948,Hossein Amini, Viggo Mortensen, Kirsten Dunst, Oscar Isaac,null,null
949,The Homesman,2428883,6.6,68,"Three women who have been driven mad by pioneer life are to be transported across the country by covered wagon by the pious, independent-minded Mary Bee Cuddy, who in turn employs low-life drifter George Briggs to assist her.",122 min,25577,R,2,2014,5,Drama, Western            ,null,Tommy Lee Jones,949,Tommy Lee Jones, Tommy Lee Jones, Hilary Swank, Grace Gummer,null,null
950,99 Homes,1410915,7.1,76,"A recently unemployed single father struggles to get back his foreclosed home by working for the real estate broker who is the source of his frustration.",112 min,23998,R,2,2014,5,Drama            ,null,null,Ramin Bahrani,950,Ramin Bahrani, Andrew Garfield, Michael Shannon, Laura Dern,null,null
951,White Bird in a Blizzard,33518,6.4,51,"In 1988, a teenage girl's life is thrown into chaos when her mother disappears.",91 min,23966,R,2,2014,5,Drama, Mystery, Thriller            ,Gregg Araki,951,Gregg Araki, Shailene Woodley, Eva Green, Christopher Meloni,null,null
952,A Girl Walks Home Alone at Night,,7,81,"In the Iranian ghost-town Bad City, a place that reeks of death and loneliness, the townspeople are unaware they are being stalked by a lonesome vampire.",101 min,23926,Not Rated,5,2014,5,Drama, Horror            ,null,Ana Lily Amirpour,952,Ana Lily Amirpour, Sheila Vand, Arash Marandi, Marshall Manesh,null,null
953,Top Five,25277561,6.4,81,"A comedian tries to make it as a serious actor when his reality-TV star fiancê©e talks him into broadcasting their wedding on her TV show.",102 min,23853,R,2,2014,5,Comedy, Romance            ,null,Chris Rock,953,Chris Rock, Chris Rock, Rosario Dawson, Gabrielle Union,null,null
954,The Good Lie,2716989,7.4,65,"A group of Sudanese refugees given the chance to resettle in America arrive in Kansas City, Missouri, where their encounter with an employment agency counselor forever changes all of their lives.",110 min,23565,PG-13,1,2014,5,Biography, Drama            ,null,Philippe Falardeau,954,Philippe Falardeau, Reese Witherspoon, Arnold Oceng, Ger Duany,null,null
955,A Brilliant Young Mind,139511,7.2,65,"A socially awkward teenage math prodigy finds new confidence and new friendships when he lands a spot on the British squad at the International Mathematics Olympiad.",111 min,23531,PG-13,1,2014,5,Drama, Romance            ,null,Morgan Matthews,955,Morgan Matthews, Asa Butterfield, Rafe Spall, Sally Hawkins,null,null
956,The Captive,,5.9,36,"Eight years after the disappearance of Cassandra, some disturbing incidents seem to indicate that she's still alive. Police, parents and Cassandra herself, will try to unravel the mystery of her disappearance.",112 min,23113,R,2,2014,5,Crime, Drama, Mystery            ,Atom Egoyan,956,Atom Egoyan, Ryan Reynolds, Scott Speedman, Rosario Dawson,null,null
957,Creep,,6.3,74,"When a videographer answers a Craigslist ad for a one-day job in a remote mountain town, he finds his client is not at all what he initially seems.",77 min,23079,R,2,2014,5,Horror, Thriller            ,null,Patrick Brice,957,Patrick Brice, Patrick Brice,null,null,null,null
958,The Woman in Black 2: Angel of Death,26496583,4.9,42,"40 years after the first haunting at Eel Marsh House, a group of children evacuated from WWII London arrive, awakening the house's darkest inhabitant.",98 min,22989,PG-13,1,2014,5,Drama, Horror, Thriller            ,Tom Harper,958,Tom Harper, Helen McCrory, Jeremy Irvine, Phoebe Fox,null,null
959,Heaven Is for Real,91443253,5.8,47,"A small-town father must find the courage and conviction to share his son's extraordinary, life-changing experience with the world.",99 min,22976,PG,4,2014,5,Biography, Drama, Family            ,Randall Wallace,959,Randall Wallace, Greg Kinnear, Kelly Reilly, Thomas Haden Church,null,null
960,The Nut Job,64251541,5.8,37,"An incorrigibly self-serving exiled squirrel finds himself helping his former park brethren survive by raiding a nut store, a location that also happens to be a front for a human gang's bank robbery.",85 min,22910,PG,4,2014,5,Animation, Adventure, Comedy            ,Peter Lepeniotis,960,Peter Lepeniotis, Will Arnett, Brendan Fraser, Liam Neeson,null,null
961,Clouds of Sils Maria,1811138,6.7,78,"A film star comes face-to-face with an uncomfortable reflection of herself while starring in a revival of the play that launched her career.",124 min,22783,R,2,2014,5,Drama            ,null,null,Olivier Assayas,961,Olivier Assayas, Juliette Binoche, Kristen Stewart, Chloí_Œ‰ Grace Moretz,null,null
962,Dear White People,4404154,6.2,79,"The lives of four black students at an Ivy League college.",108 min,22646,R,2,2014,5,Comedy, Drama, Romance            ,Justin Simien,962,Justin Simien, Tyler James Williams, Tessa Thompson, Kyle Gallner,null,null
963,Son of a Gun,,6.5,49,"JR busts out of prison with Brendan Lynch, Australia's most notorious criminal, and joins Lynch's gang for a gold heist that soon pits the two men against one another.",108 min,22310,R,2,2014,5,Action, Crime, Drama            ,Julius Avery,963,Julius Avery, Ewan McGregor, Brenton Thwaites, Alicia Vikander,null,null
964,The Little Death,18238,7.1,46,"The secret lives of five suburban couples living in Sydney reveal both the fetishes and the repercussions that come with sharing them.",96 min,22123,Not Rated,5,2014,5,Comedy, Drama, Romance            ,Josh Lawson,964,Josh Lawson, Bojana Novakovic, Josh Lawson, Damon Herriman,null,null
965,Serena,176305,5.4,36,"In Depression-era North Carolina, the future of George Pemberton's timber empire becomes complicated when he marries Serena.",109 min,21716,R,2,2014,5,Drama, Romance            ,null,Susanne Bier,965,Susanne Bier, Bradley Cooper, Jennifer Lawrence, Rhys Ifans,null,null
966,Honeymoon,9168,5.7,65,"A newlywed couple finds their lake-country honeymoon descend into chaos after Paul finds Bea wandering and disoriented in the middle of the night.",87 min,21398,R,2,2014,5,Horror, Mystery, Thriller            ,Leigh Janiak,966,Leigh Janiak, Rose Leslie, Harry Treadaway, Ben Huber,null,null
967,Star Wars: The Force Awakens,936662225,8,81,"Three decades after the Empire's defeat, a new threat arises in the militant First Order. Stormtrooper defector Finn and the scavenger Rey are caught up in the Resistance's search for the missing Luke Skywalker.",136 min,730371,PG-13,1,2015,6,Action, Adventure, Fantasy            ,J.J. Abrams,967,J.J. Abrams, Daisy Ridley, John Boyega, Oscar Isaac,null,null
968,Mad Max: Fury Road,153636354,8.1,90,"A woman rebels against a tyrannical ruler in postapocalyptic Australia in search for her home-land with the help of a group of female prisoners, a psychotic worshipper, and a drifter named Max.",120 min,698085,R,2,2015,6,Action, Adventure, Sci-Fi            ,George Miller,968,George Miller, Tom Hardy, Charlize Theron, Nicholas Hoult,null,null
969,The Martian,228433663,8,80,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",144 min,608954,PG-13,1,2015,6,Adventure, Drama, Sci-Fi            ,Ridley Scott,969,Ridley Scott, Matt Damon, Jessica Chastain, Kristen Wiig,null,null
970,Avengers: Age of Ultron,459005868,7.4,66,"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",141 min,564873,PG-13,1,2015,6,Action, Adventure, Sci-Fi            ,Joss Whedon,970,Joss Whedon, Robert Downey Jr., Chris Evans, Mark Ruffalo,null,null
971,The Revenant,183637894,8,76,"A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.",156 min,551100,R,2,2015,6,Adventure, Drama, History            ,Alejandro G. Ií_Œ±í_í_rritu,971,Alejandro G. Ií_Œ±í_í_rritu, Leonardo DiCaprio, Tom Hardy, Will Poulter,null,null
972,Jurassic World,652270625,7,59,"A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, which escapes containment and goes on a killing spree.",124 min,485075,PG-13,1,2015,6,Action, Adventure, Sci-Fi            ,Colin Trevorrow,972,Colin Trevorrow, Chris Pratt, Bryce Dallas Howard, Ty Simpkins,null,null
973,Inside Out,356461711,8.2,94,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",95 min,468809,PG,4,2015,6,Animation, Adventure, Comedy            ,Pete Docter,973,Pete Docter, Ronnie Del Carmen, Amy Poehler, Bill Hader, Lewis Black,null
974,Ant-Man,180202163,7.3,64,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",117 min,413619,PG-13,1,2015,6,Action, Adventure, Comedy            ,Peyton Reed,974,Peyton Reed, Paul Rudd, Michael Douglas, Corey Stoll,null,null
975,The Hateful Eight,54117416,7.8,68,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",187 min,383646,R,2,2015,6,Crime, Drama, Mystery            ,Quentin Tarantino,975,Quentin Tarantino, Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh,null,null
976,Spectre,200074175,6.8,60,"A cryptic message from Bond's past, sends him on a trail to uncover a sinister organization. While M battles political forces to keep the Secret Service alive, Bond peels back the layers of deceit to reveal the terrible truth behind S.P.E.C.T.R.E.",148 min,329394,PG-13,1,2015,6,Action, Adventure, Thriller            ,Sam Mendes,976,Sam Mendes, Daniel Craig, Christoph Waltz, Lí_Œ©a Seydoux,null,null
977,Furious 7,353007020,7.2,67,"Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.",137 min,317481,PG-13,1,2015,6,Action, Crime, Thriller            ,James Wan,977,James Wan, Vin Diesel, Paul Walker, Dwayne Johnson,null,null
978,Spotlight,45055776,8.1,93,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",128 min,313747,R,2,2015,6,Crime, Drama, History            ,Tom McCarthy,978,Tom McCarthy, Mark Ruffalo, Michael Keaton, Rachel McAdams,null,null
979,Sicario,46889293,7.6,82,"An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.",121 min,278444,R,2,2015,6,Action, Crime, Drama            ,Denis Villeneuve,979,Denis Villeneuve, Emily Blunt, Josh Brolin, Benicio Del Toro,null,null
980,The Big Short,70259870,7.8,81,"In 2006-7 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.",130 min,276731,R,2,2015,6,Biography, Comedy, Drama            ,Adam McKay,980,Adam McKay, Christian Bale, Steve Carell, Ryan Gosling,null,null
981,Mission: Impossible - Rogue Nation,195042377,7.4,75,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",131 min,274279,PG-13,1,2015,6,Action, Adventure, Thriller            ,Christopher McQuarrie,981,Christopher McQuarrie, Tom Cruise, Rebecca Ferguson, Jeremy Renner,null,null
982,Room,14677654,8.2,86,"A young boy is raised within the confines of a small shed.",118 min,265188,R,2,2015,6,Drama            ,null,null,Lenny Abrahamson,982,Lenny Abrahamson, Brie Larson, Jacob Tremblay, Sean Bridgers,null,null
983,Fifty Shades of Grey,166167230,4.1,46,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",125 min,260952,R,2,2015,6,Drama, Romance, Thriller            ,Sam Taylor-Johnson,983,Sam Taylor-Johnson, Dakota Johnson, Jamie Dornan, Jennifer Ehle,null,null
984,Bridge of Spies,72313754,7.6,81,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",142 min,240337,PG-13,1,2015,6,Drama, History, Thriller            ,Steven Spielberg,984,Steven Spielberg, Tom Hanks, Mark Rylance, Alan Alda,null,null
985,The Hunger Games: Mockingjay - Part 2,281723902,6.5,65,"As the war of Panem escalates to the destruction of other districts, Katniss Everdeen, the reluctant leader of the rebellion, must bring together an army against President Snow, while all she holds dear hangs in the balance.",137 min,225262,PG-13,1,2015,6,Action, Adventure, Sci-Fi            ,Francis Lawrence,985,Francis Lawrence, Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth,null,null
986,The Man from U.N.C.L.E.,45445109,7.3,56,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",116 min,221458,PG-13,1,2015,6,Action, Adventure, Comedy            ,Guy Ritchie,986,Guy Ritchie, Henry Cavill, Armie Hammer, Alicia Vikander,null,null
987,Terminator Genisys,89760956,6.5,38,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",126 min,219140,PG-13,1,2015,6,Action, Adventure, Sci-Fi            ,Alan Taylor,987,Alan Taylor, Arnold Schwarzenegger, Jason Clarke, Emilia Clarke,null,null
988,Chappie,31569268,6.8,41,"In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",120 min,201146,R,2,2015,6,Action, Crime, Drama            ,Neill Blomkamp,988,Neill Blomkamp, Sharlto Copley, Dev Patel, Hugh Jackman,null,null
989,Spy,110825712,7,75,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",119 min,200150,R,2,2015,6,Action, Comedy, Crime            ,Paul Feig,989,Paul Feig, Melissa McCarthy, Rose Byrne, Jude Law,null,null
990,Creed,109767581,7.6,82,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",133 min,192751,PG-13,1,2015,6,Drama, Sport            ,null,Ryan Coogler,990,Ryan Coogler, Michael B. Jordan, Sylvester Stallone, Tessa Thompson,null,null
991,Insurgent,130179072,6.2,42,"Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.",119 min,184629,PG-13,1,2015,6,Action, Adventure, Sci-Fi            ,Robert Schwentke,991,Robert Schwentke, Shailene Woodley, Ansel Elgort, Theo James,null,null
992,Southpaw,52421953,7.4,57,"A champion boxer fights to get his daughter back from child protective services as well as revive his professional career, after a fatal incident sends him on a rampant path of destruction.",124 min,184136,R,2,2015,6,Drama, Sport            ,null,Antoine Fuqua,992,Antoine Fuqua, Jake Gyllenhaal, Rachel McAdams, Oona Laurence,null,null
993,Maze Runner: The Scorch Trials,81670090,6.3,43,"After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",131 min,178858,PG-13,1,2015,6,Action, Sci-Fi, Thriller            ,Wes Ball,993,Wes Ball," Brien""",null,null,null,null
994,Focus,53862963,6.6,56,"In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.",105 min,178473,R,2,2015,6,Comedy, Crime, Drama            ,Glenn Ficarra,994,Glenn Ficarra, John Requa, Will Smith, Margot Robbie, Rodrigo Santoro,null
995,Minions,336045770,6.4,56,"Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.",91 min,176247,PG,4,2015,6,Animation, Action, Adventure            ,Kyle Balda,995,Kyle Balda, Pierre Coffin, Sandra Bullock, Jon Hamm, Michael Keaton,null
996,The Intern,75764672,7.1,51,"Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",121 min,174679,PG-13,1,2015,6,Comedy, Drama            ,null,Nancy Meyers,996,Nancy Meyers, Robert De Niro, Anne Hathaway, Rene Russo,null,null
997,San Andreas,155190832,6.1,43,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",114 min,173608,PG-13,1,2015,6,Action, Adventure, Drama            ,Brad Peyton,997,Brad Peyton, Dwayne Johnson, Carla Gugino, Alexandra Daddario,null,null
998,Everest,43482270,7.1,64,"The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest.",121 min,167951,PG-13,1,2015,6,Action, Adventure, Drama            ,Baltasar Kormí_í_kur,998,Baltasar Kormí_í_kur, Jason Clarke, Ang Phula Sherpa, Thomas M. Wright,null,null
999,Jupiter Ascending,47387723,5.3,40,"A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.",127 min,157394,PG-13,1,2015,6,Action, Adventure, Sci-Fi            ,Lana Wachowski,999,Lana Wachowski, Lilly Wachowski, Channing Tatum, Mila Kunis, Eddie Redmayne,null
1000,Straight Outta Compton,161197785,7.9,72,"The group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",147 min,153510,R,2,2015,6,Biography, Drama, History            ,F. Gary Gray,1000,F. Gary Gray," Shea Jackson Jr.""",null,null,null,null
1001,Tomorrowland,93436322,6.5,60,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",130 min,151878,PG,4,2015,6,Action, Adventure, Family            ,Brad Bird,1001,Brad Bird, George Clooney, Britt Robertson, Hugh Laurie,null,null
1002,Ted 2,81476385,6.3,48,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",115 min,149906,R,2,2015,6,Comedy            ,null,null,Seth MacFarlane,1002,Seth MacFarlane, Mark Wahlberg, Seth MacFarlane, Amanda Seyfried,null,null
1003,The Lobster,8699235,7.1,82,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.",119 min,147331,R,2,2015,6,Comedy, Drama, Romance            ,Yorgos Lanthimos,1003,Yorgos Lanthimos, Colin Farrell, Rachel Weisz, Jessica Barden,null,null
1004,Black Mass,62575678,6.9,68,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",123 min,145892,R,2,2015,6,Biography, Crime, Drama            ,Scott Cooper,1004,Scott Cooper, Johnny Depp, Benedict Cumberbatch, Dakota Johnson,null,null
