ID,name,full_name,club,club_logo
200629,A. Santurro,Antonio Santurro,Bologna,https://cdn.sofifa.org/18/teams/189.png
214197,J. Guillermo,Juli谩n Guillermo,CD Once Caldas Manizales,https://cdn.sofifa.org/18/teams/101106.png
221365,T. Karagounis,Thanasis Karagounis,PEC Zwolle,https://cdn.sofifa.org/18/teams/1914.png
223925,A. Brunst,Alexander Brunst,1. FC Magdeburg,https://cdn.sofifa.org/18/teams/110588.png
237238,S. McTominay,Scott McTominay,Manchester United,https://cdn.sofifa.org/18/teams/11.png
193206,O. Lee,Olly Lee,Luton Town,https://cdn.sofifa.org/18/teams/1923.png
210615,Lee Woo Hyeok,Woo Hyeok Lee,GwangJu FC,https://cdn.sofifa.org/18/teams/112258.png
227767,J. Solberg,Joachim Olsen Solberg,Sandefjord Fotball,https://cdn.sofifa.org/18/teams/1757.png
237495,A. Ferrante,Alexis Ferrante,Brescia,https://cdn.sofifa.org/18/teams/190.png
221624,J. Mart铆nez,J谩rol Mart铆nez,CD America de Cali,https://cdn.sofifa.org/18/teams/101099.png
228536,E. Umeres,El铆as Umeres,Estudiantes de La Plata,https://cdn.sofifa.org/18/teams/101083.png
204217,C. Wyke,Charlie Wyke,Bradford City,https://cdn.sofifa.org/18/teams/1804.png
152505,J. White,John White,Southend United,https://cdn.sofifa.org/18/teams/1954.png
221369,K. Al Kaabi,Khaled Al Kaabi,Al Shabab,https://cdn.sofifa.org/18/teams/111674.png
229561,J. Fleita,Jonathan Fleita,Uni贸n de Santa Fe,https://cdn.sofifa.org/18/teams/111716.png
230329,Alminho Boas,Alam Cristian Boas Anjos,Vit贸ria ,https://cdn.sofifa.org/18/teams/1719.png
231353,E. Iyoha,Emmanuel Iyoha,VfL Osnabr眉ck,https://cdn.sofifa.org/18/teams/487.png
168633,D. Grainger,Danny Grainger,Carlisle United,https://cdn.sofifa.org/18/teams/1480.png
240057,C. Mandouki,Cyril Mandouki,Paris FC,https://cdn.sofifa.org/18/teams/111817.png
220090,Raphael Rossi,Raphael Rossi Branco,Boavista FC,https://cdn.sofifa.org/18/teams/1898.png
220346,Pedro,Pedro L贸pez Galisteo,Real Betis Balompi茅,https://cdn.sofifa.org/18/teams/449.png
160186,V. Ermazabales,Victor Ermazabales,Curic贸 Unido,https://cdn.sofifa.org/18/teams/112655.png
231098,C. Traor茅,Charles Traor茅,ES Troyes AC,https://cdn.sofifa.org/18/teams/294.png
204987,B. Blume,Bror Blume,Lyngby BK,https://cdn.sofifa.org/18/teams/15001.png
216763,Dr谩usio,Dr谩usio Luis Salia Gil,CS Mar铆timo,https://cdn.sofifa.org/18/teams/1893.png
213436,W. Lef猫vre,Wandrille Lef猫vre,Montreal Impact,https://cdn.sofifa.org/18/teams/111139.png
216508,F. Kath,Florian Kath,SC Freiburg,https://cdn.sofifa.org/18/teams/25.png
208573,M. Dyngeland,Mathias Dyngeland,Sogndal,https://cdn.sofifa.org/18/teams/1465.png
223933,G. Nilsson,Gustaf Nilsson,Silkeborg IF,https://cdn.sofifa.org/18/teams/270.png
236477,A. Claude-Maurice,Alexis Claude-Maurice,FC Lorient,https://cdn.sofifa.org/18/teams/217.png
214462,I. Arboleda,Iv谩n Arboleda,Banfield,https://cdn.sofifa.org/18/teams/110404.png
232382,T. Takagi,Toshiyuki Takagi,Urawa Red Diamonds,https://cdn.sofifa.org/18/teams/111575.png
169150,J. Akpa Akpro,Jean-Louis Akpa Akpro,Barnet,https://cdn.sofifa.org/18/teams/135.png
237246,Y. Qui帽ones,Yosimar Qui帽ones,Envigado FC,https://cdn.sofifa.org/18/teams/112526.png
239038,R. Basque,Romain Basque,US Quevilly-Rouen,https://cdn.sofifa.org/18/teams/112552.png
241086,Ruan Renato,Ruan Renato Augusto,FK Austria Wien,https://cdn.sofifa.org/18/teams/256.png
211903,B. Kololli,Benjamin Kololli,FC Lausanne-Sports,https://cdn.sofifa.org/18/teams/1862.png
239807,D. Frattesi,Davide Frattesi,Sassuolo,https://cdn.sofifa.org/18/teams/111974.png
240575,Prendes,Alejandro Prendes Reina,Real Oviedo,https://cdn.sofifa.org/18/teams/110827.png
230336,Danisco Fachini,Daniel Clayton Fachini Lobato,Atl茅tico Clube Goianiense,https://cdn.sofifa.org/18/teams/112119.png
165568,M. Fellah,Mohammed Fellah,FC Nordsj忙lland,https://cdn.sofifa.org/18/teams/1788.png
166848,N. Danns,Neil Danns,Bury,https://cdn.sofifa.org/18/teams/1945.png
235456,J. Bellegarde,Jean-Ricner Bellegarde,RC Lens,https://cdn.sofifa.org/18/teams/64.png
203457,M. Fetsch,Mathias Fetsch,Hallescher FC,https://cdn.sofifa.org/18/teams/110482.png
208577,F. Torsteinb酶,Fredrik Torsteinb酶,Viking FK,https://cdn.sofifa.org/18/teams/300.png
211393,R. Melgrati,Riccardo Melgrati,Cesena,https://cdn.sofifa.org/18/teams/110915.png
233409,R. Gumny,Robert Gumny,Lech Pozna,https://cdn.sofifa.org/18/teams/873.png
237761,M. Kakuda,Makoto Kakuda,Shimizu S-Pulse,https://cdn.sofifa.org/18/teams/101149.png
241089,C. Bayala,Cyrille Bayala,RC Lens,https://cdn.sofifa.org/18/teams/64.png
191937,Kang Ji Yong,Ji Yong Kang,Gangwon FC,https://cdn.sofifa.org/18/teams/112115.png
193473,L. hman,Ludvig hman,AFC Eskilstuna,https://cdn.sofifa.org/18/teams/112171.png
221378,C. Ram铆rez,Carlos Ram铆rez,Atl茅tico Huila,https://cdn.sofifa.org/18/teams/112528.png
227522,M. Fornari,Maximiliano Fornari,Bah铆a Blanca,https://cdn.sofifa.org/18/teams/110398.png
235970,Mario Gonz谩lez,Mario Gonz谩lez Guti茅rrez,Villarreal CF,https://cdn.sofifa.org/18/teams/483.png
238786,O. K盲uper,Ole K盲uper,Werder Bremen II,https://cdn.sofifa.org/18/teams/110694.png
139459,I. Evatt,Ian Evatt,Chesterfield,https://cdn.sofifa.org/18/teams/1924.png
208835,Y. M'Changama,Youssouf M'Changama,GFC Ajaccio,https://cdn.sofifa.org/18/teams/110316.png
202180,L. McAlinden,Liam McAlinden,Exeter City,https://cdn.sofifa.org/18/teams/143.png
220356,A. Al Dohaim,Amaar Ali Al Dohaim,Al Ittihad,https://cdn.sofifa.org/18/teams/607.png
231108,S. Hefti,Silvan Hefti,FC St. Gallen,https://cdn.sofifa.org/18/teams/898.png
232644,F. Colela,Franco Colela,Banfield,https://cdn.sofifa.org/18/teams/110404.png
239556,K. John,Kelechi John,Rio Ave FC,https://cdn.sofifa.org/18/teams/744.png
184772,M. Centeno,Miguel ngel Centeno,Deportivo Toluca,https://cdn.sofifa.org/18/teams/1882.png
191684,Jung San,San Jung,Incheon United FC,https://cdn.sofifa.org/18/teams/110765.png
211141,N. Al Subhi,Nawaf Humaidan Al Subhi,Al Qadisiyah,https://cdn.sofifa.org/18/teams/112391.png
101317,M. Ratajczak,Michael Ratajczak,SC Paderborn 07,https://cdn.sofifa.org/18/teams/10030.png
232901,M. Ali,Mukhtar Ali,Vitesse,https://cdn.sofifa.org/18/teams/1909.png
235973,S. Szymaski,Sebastian Szymaski,Legia Warszawa,https://cdn.sofifa.org/18/teams/1871.png
211398,M. Caillard,Marc-Aur猫le Caillard,En Avant de Guingamp,https://cdn.sofifa.org/18/teams/62.png
221894,M. Ben Othman,Mohamed Slim Ben Othman,US Orl茅ans Loiret Football,https://cdn.sofifa.org/18/teams/112276.png
233158,Y. Misao,Yuto Misao,Kashima Antlers,https://cdn.sofifa.org/18/teams/101147.png
241094,R. Rivas,Rigoberto Rivas,Brescia,https://cdn.sofifa.org/18/teams/190.png
206535,P. Digby,Paul Digby,Mansfield Town,https://cdn.sofifa.org/18/teams/1940.png
209607,G. Fabiano,Gianni Fabiano,F.B.C. Unione Venezia,https://cdn.sofifa.org/18/teams/205.png
213959,E. Andersson,Elias Andersson,IK Sirius,https://cdn.sofifa.org/18/teams/113458.png
225735,D. Baumann,Dominic Baumann,W眉rzburger FV,https://cdn.sofifa.org/18/teams/110197.png
229319,J. C谩diz,Jhonder C谩diz,Moreirense FC,https://cdn.sofifa.org/18/teams/1900.png
176839,E. Nouri,Emin Nouri,Kalmar FF,https://cdn.sofifa.org/18/teams/1439.png
189895,Vall猫s,Enric Vall猫s Prat,Sandefjord Fotball,https://cdn.sofifa.org/18/teams/1757.png
194759,O. Beckles,Omar Beckles,Shrewsbury,https://cdn.sofifa.org/18/teams/127.png
227528,B. Romero,Braian Romero,Argentinos Juniors,https://cdn.sofifa.org/18/teams/111019.png
239048,H. Akbunar,Halil Akbunar,G枚ztepe,https://cdn.sofifa.org/18/teams/101026.png
199881,M. K枚nigs,Marco K枚nigs,W眉rzburger FV,https://cdn.sofifa.org/18/teams/110197.png
150729,R. Lowe,Ryan Lowe,Bury,https://cdn.sofifa.org/18/teams/1945.png
224969,L. Ndao,Lamine Ndao,Valenciennes FC,https://cdn.sofifa.org/18/teams/110456.png
212170,M. Desler,Mikkel Desler,Odense Boldklub,https://cdn.sofifa.org/18/teams/272.png
238282,M. Coulibaly,Mamadou Coulibaly,Pescara,https://cdn.sofifa.org/18/teams/200.png
239050,S. iftp谋nar,Sad谋k iftp谋nar,Evkur Yeni Malatyaspor,https://cdn.sofifa.org/18/teams/113259.png
187338,A. Mehmeti,Agon Mehmeti,Oxford United,https://cdn.sofifa.org/18/teams/1951.png
199627,H. Pell,Harry Pell,Cheltenham Town,https://cdn.sofifa.org/18/teams/1936.png
207563,P. Diouf,Papa Diouf,Kalmar FF,https://cdn.sofifa.org/18/teams/1439.png
216779,F. Ruberto,Francesco Ruberto,FC Thun,https://cdn.sofifa.org/18/teams/1715.png
158667,T. Br枚ker,Thomas Br枚ker,MSV Duisburg,https://cdn.sofifa.org/18/teams/1825.png
183499,Y. Amankwah,Yaw-Ihle Amankwah,Hobro IK,https://cdn.sofifa.org/18/teams/112425.png
193739,I. Pkalski,Ivo Pkalski,Oxford United,https://cdn.sofifa.org/18/teams/1951.png
226508,G. Taylor,Greg Taylor,Kilmarnock,https://cdn.sofifa.org/18/teams/82.png
233164,A. Muric,Arijanet Muric,Manchester City,https://cdn.sofifa.org/18/teams/10.png
186572,W. Atkinson,Will Atkinson,Mansfield Town,https://cdn.sofifa.org/18/teams/1940.png
233165,M. Beerman,Myles Beerman,Rangers,https://cdn.sofifa.org/18/teams/86.png
235981,P. Burner,Patrick Burner,OGC Nice,https://cdn.sofifa.org/18/teams/72.png
191437,A. Al Mazaidi,Ali Al Mazaidi,Al Fateh,https://cdn.sofifa.org/18/teams/112390.png
198606,T. Andreassen,Tor Arne Andreassen,FK Haugesund,https://cdn.sofifa.org/18/teams/1463.png
226510,D. Gr茅tarsson,Dan铆el Le贸 Gr茅tarsson,Aalesunds FK,https://cdn.sofifa.org/18/teams/1755.png
171982,C. Andrew,Calvin Andrew,Rochdale,https://cdn.sofifa.org/18/teams/1955.png
210640,S. Henriksen,S酶ren Henriksen,FC Helsing酶r,https://cdn.sofifa.org/18/teams/113720.png
216272,D. Williams,Danny Williams,Dundee FC,https://cdn.sofifa.org/18/teams/180.png
236752,D. Bamba,Daouda Karamoko Bamba,Kristiansund BK,https://cdn.sofifa.org/18/teams/113459.png
229073,J. Dacres-Cogley,Josh Dacres-Cogley,Birmingham City,https://cdn.sofifa.org/18/teams/88.png
241361,Cristiano Gomes,Cristiano Castro Gomes,CS Mar铆timo,https://cdn.sofifa.org/18/teams/1893.png
181457,C. Robertson,Chris Robertson,Swindon Town,https://cdn.sofifa.org/18/teams/1934.png
219346,A. Barbaro,Alejandro Barbaro,FC SKA-Energiya Khabarovsk,https://cdn.sofifa.org/18/teams/110101.png
228818,V. Kov谩,Vladim铆r Kov谩,SV Wehen Wiesbaden,https://cdn.sofifa.org/18/teams/492.png
236242,D. Wayar,Diego Wayar,,
237522,Jorge Cuenca,Jorge Cuenca Barreno,FC Barcelona B,https://cdn.sofifa.org/18/teams/110704.png
240082,M. Lysov,Mikhail Lysov,Lokomotiv Moscow,https://cdn.sofifa.org/18/teams/100765.png
177618,J. Wright,Josh Wright,Southend United,https://cdn.sofifa.org/18/teams/1954.png
212435,Yeon Jei Min,Jei Min Yeon,Jeonnam Dragons,https://cdn.sofifa.org/18/teams/1475.png
222419,J. Marchioni,Juli谩n Marchioni,Club Atl茅tico Patronato,https://cdn.sofifa.org/18/teams/110581.png
160211,G. Lanfuente,Gonzalo Lanfuente,CD Huachipato,https://cdn.sofifa.org/18/teams/111327.png
232659,L. Opdam,Levi Opdam,AZ Alkmaar,https://cdn.sofifa.org/18/teams/1906.png
237779,T. Yamashita,Tatsuya Yamashita,Cerezo Osaka,https://cdn.sofifa.org/18/teams/101148.png
177363,C. Alcock,Craig Alcock,Doncaster Rovers,https://cdn.sofifa.org/18/teams/142.png
199636,M. Guezoui,Medhy Guezoui,Valenciennes FC,https://cdn.sofifa.org/18/teams/110456.png
223956,R. Cota,Rosario Cota,Cruz Azul,https://cdn.sofifa.org/18/teams/1878.png
232916,K. Ogawa,Keijiro Ogawa,Vissel Kobe,https://cdn.sofifa.org/18/teams/101146.png
234196,J. Bruijn,Jordy Bruijn,SC Heerenveen,https://cdn.sofifa.org/18/teams/1913.png
199893,M. Stamnestr酶,Magnus Stamnestr酶,Rosenborg BK,https://cdn.sofifa.org/18/teams/298.png
213717,P. Forsell,Petteri Forsell,rebro SK,https://cdn.sofifa.org/18/teams/705.png
153045,O. Lie,Oddbj酶rn Lie,Aalesunds FK,https://cdn.sofifa.org/18/teams/1755.png
221397,Dani Molina,Daniel Molina Orta,RC Celta de Vigo,https://cdn.sofifa.org/18/teams/450.png
229845,J. Sabbatini,Jonathan Sabbatini,FC Lugano,https://cdn.sofifa.org/18/teams/10032.png
238805,F. Hansch,Florian Hansch,Chemnitzer FC,https://cdn.sofifa.org/18/teams/507.png
187605,I. Gorbatenko,Igor Gorbatenko,Arsenal Tula,https://cdn.sofifa.org/18/teams/110756.png
189909,S. Slocombe,Sam Slocombe,Bristol Rovers,https://cdn.sofifa.org/18/teams/1962.png
212438,Kim Dae Gyeong,Dae Gyeong Kim,Incheon United FC,https://cdn.sofifa.org/18/teams/110765.png
228310,T. Deng,Thomas Deng,Melbourne Victory,https://cdn.sofifa.org/18/teams/111397.png
234198,D. Dankerlui,Damil Dankerlui,Ajax,https://cdn.sofifa.org/18/teams/245.png
240598,Sergio S谩nchez,Sergio S谩nchez P茅rez,SD Huesca,https://cdn.sofifa.org/18/teams/110839.png
195286,J. Edmundsson,J贸an S铆mun Edmundsson,Odense Boldklub,https://cdn.sofifa.org/18/teams/272.png
200663,O. Tounkara,Oumare Tounkara,La Berrichonne de Ch芒teauroux,https://cdn.sofifa.org/18/teams/212.png
204248,C. Gameiro,Corey Gameiro,Brisbane Roar,https://cdn.sofifa.org/18/teams/111395.png
230872,M. Svilar,Mile Svilar,SL Benfica,https://cdn.sofifa.org/18/teams/234.png
235224,lex Zalaya,Alejandro Zalaya Galard贸n,Real Zaragoza,https://cdn.sofifa.org/18/teams/244.png
120280,S. Rasmussen,Steffen Rasmussen,Aarhus GF,https://cdn.sofifa.org/18/teams/271.png
228057,L. Vega,Leandro Vega,San Mart铆n de San Juan,https://cdn.sofifa.org/18/teams/111713.png
206554,J. Bolton,James Bolton,Shrewsbury,https://cdn.sofifa.org/18/teams/127.png
217050,R. Miller,Roderick Miller,Atletico Nacional Medellin,https://cdn.sofifa.org/18/teams/101100.png
221658,A. Sharahili,Ahmed Sharahili,Al Fateh,https://cdn.sofifa.org/18/teams/112390.png
234458,C. Quintana,Carlos Quintana,Talleres de Cordoba,https://cdn.sofifa.org/18/teams/112670.png
189658,A. Basta,Adrian Basta,Sandecja Nowy Scz,https://cdn.sofifa.org/18/teams/112508.png
200411,L. Williams,Luke Williams,Scunthorpe United,https://cdn.sofifa.org/18/teams/1949.png
206555,C. Pym,Christy Pym,Exeter City,https://cdn.sofifa.org/18/teams/143.png
229083,C. Jakobsen,Christian Jakobsen,S酶nderjyskE,https://cdn.sofifa.org/18/teams/1447.png
229851,A. Al Bulayhi,Ali Al Bulayhi,Al Hilal,https://cdn.sofifa.org/18/teams/605.png
164571,C. Rolfe,Chris Rolfe,D.C. United,https://cdn.sofifa.org/18/teams/688.png
237275,W. Hume,Walker Hume,FC Dallas,https://cdn.sofifa.org/18/teams/695.png
226268,F. Dimarco,Federico Dimarco,FC Sion,https://cdn.sofifa.org/18/teams/110770.png
231388,L. Algozino,Lucas Algozino,Uni贸n de Santa Fe,https://cdn.sofifa.org/18/teams/111716.png
237788,K. Mukuhara,Kenta Mukuhara,Sanfrecce Hiroshima,https://cdn.sofifa.org/18/teams/113157.png
181468,D. Bouzanis,Dean Bouzanis,Melbourne City,https://cdn.sofifa.org/18/teams/112224.png
226781,K. Shelton,Khiry Shelton,New York City Football Club,https://cdn.sofifa.org/18/teams/112828.png
235485,Thierry Gra莽a,Thierry Ramos Gra莽a,Estoril Praia,https://cdn.sofifa.org/18/teams/10020.png
206558,J. Roberts,Jordan Roberts,Crawley Town,https://cdn.sofifa.org/18/teams/110890.png
211166,J. Whatmough,Jack Whatmough,Portsmouth,https://cdn.sofifa.org/18/teams/1790.png
220894,G. Thomas,George Thomas,Leicester City,https://cdn.sofifa.org/18/teams/95.png
238558,T. Warschewski,Tobias Warschewski,SC Preuen M眉nster,https://cdn.sofifa.org/18/teams/531.png
186590,J. O'Toole,John-Joe O'Toole,Northampton Town,https://cdn.sofifa.org/18/teams/1930.png
152031,T. Kortegaard,Thomas Kortegaard,AC Horsens,https://cdn.sofifa.org/18/teams/1446.png
232415,S. Kobayashi,Shota Kobayashi,Vegalta Sendai,https://cdn.sofifa.org/18/teams/112836.png
235999,L. Garc铆a,Lu铆s Garc铆a,Rayo Vallecano,https://cdn.sofifa.org/18/teams/480.png
240351,S. Moutoussamy,Samuel Moutoussamy,FC Nantes,https://cdn.sofifa.org/18/teams/71.png
192479,B. Reeves,Ben Reeves,Charlton Athletic,https://cdn.sofifa.org/18/teams/89.png
199904,J. Joronen,Jesse Joronen,AC Horsens,https://cdn.sofifa.org/18/teams/1446.png
216288,S. Mrowca,Sebastian Mrowca,SV Wehen Wiesbaden,https://cdn.sofifa.org/18/teams/492.png
220640,Abeledo,Ignacio Abeledo Rute,M谩laga CF,https://cdn.sofifa.org/18/teams/573.png
101344,O. Fredrikson,Otto Fredrikson,Troms酶 IL,https://cdn.sofifa.org/18/teams/418.png
189408,L. Rath,Lukas Rath,SV Mattersburg,https://cdn.sofifa.org/18/teams/1785.png
216801,M. Bloom,Mark Bloom,Atlanta United FC,https://cdn.sofifa.org/18/teams/112885.png
217825,G. Fraser,Gary Fraser,Partick Thistle F.C.,https://cdn.sofifa.org/18/teams/1754.png
220129,N. Ghandri,Nader Ghandri,Royal Antwerp FC,https://cdn.sofifa.org/18/teams/230.png
220897,D. Clut,Devante Clut,Newcastle Jets,https://cdn.sofifa.org/18/teams/111398.png
240097,F. Downes,Flynn Downes,Ipswich Town,https://cdn.sofifa.org/18/teams/94.png
186849,J. O'Brien,Jim O'Brien,Ross County FC,https://cdn.sofifa.org/18/teams/631.png
212450,Park Yong Ji,Yong Ji Park,Incheon United FC,https://cdn.sofifa.org/18/teams/110765.png
237538,F. Rogic,Filip Rogic,rebro SK,https://cdn.sofifa.org/18/teams/705.png
202467,J. McBean,Jack McBean,LA Galaxy,https://cdn.sofifa.org/18/teams/697.png
222691,Seo Bo Min,Bo Min Seo,Pohang Steelers,https://cdn.sofifa.org/18/teams/1474.png
236260,A. Santamar铆a,Anderson Santamar铆a,,
183780,O. Lancashire,Oliver Lancashire,Swindon Town,https://cdn.sofifa.org/18/teams/1934.png
228325,O. Berg,Oliver Berg,Odds BK,https://cdn.sofifa.org/18/teams/1456.png
166117,C. Neal,Chris Neal,Fleetwood Town,https://cdn.sofifa.org/18/teams/112260.png
239589,W. Kanga,Wilfried Kanga,Angers SCO,https://cdn.sofifa.org/18/teams/1530.png
239845,K. Galanopoulos,Konstantinos Galanopoulos,AEK Athens,https://cdn.sofifa.org/18/teams/278.png
199398,A. Wittwer,Andreas Wittwer,FC St. Gallen,https://cdn.sofifa.org/18/teams/898.png
199654,B. Janeczek,Bernhard Janeczek,SCR Altach,https://cdn.sofifa.org/18/teams/15009.png
221926,M. Araz,Musa Araz,Atiker Konyaspor,https://cdn.sofifa.org/18/teams/101033.png
206567,A. Campbell,Adam Campbell,Morecambe,https://cdn.sofifa.org/18/teams/357.png
210407,J. King,Jack King,Stevenage,https://cdn.sofifa.org/18/teams/361.png
222183,Eddy Francis,Aidi Fulang Xisi,Boavista FC,https://cdn.sofifa.org/18/teams/1898.png
222951,M. Rod谩k,Marek Rod谩k,Rotherham United,https://cdn.sofifa.org/18/teams/1797.png
239336,D. Carvajal,Dany Carvajal,Albacete Balompi茅,https://cdn.sofifa.org/18/teams/1854.png
240361,I. De Santis,Ivan De Santis,Ascoli,https://cdn.sofifa.org/18/teams/1846.png
190441,V. Bindia,Victor Demba Bindia,Sandefjord Fotball,https://cdn.sofifa.org/18/teams/1757.png
210922,B. Al Seliteen,Bader Mansour Al Seliteen,Al Raed,https://cdn.sofifa.org/18/teams/112392.png
213482,N. Kacharava,Nika Kacharava,Korona Kielce,https://cdn.sofifa.org/18/teams/111083.png
214250,M. Palacios,Manuel Palacios,Alianza Petrolera,https://cdn.sofifa.org/18/teams/112579.png
222698,Park Dae Han,Dae Han Park,Jeonnam Dragons,https://cdn.sofifa.org/18/teams/1475.png
229098,T. Ka莽ar,Tugay Ka莽ar,Osmanl谋spor,https://cdn.sofifa.org/18/teams/112958.png
229354,A. Ferati,Arianit Ferati,FC Erzgebirge Aue,https://cdn.sofifa.org/18/teams/506.png
229610,R. Becker,Robin Becker,Eintracht Braunschweig,https://cdn.sofifa.org/18/teams/110500.png
201963,E. White,Ethan White,New York City Football Club,https://cdn.sofifa.org/18/teams/112828.png
220139,S. Szmodics,Sammie Szmodics,Colchester United,https://cdn.sofifa.org/18/teams/1935.png
159979,F. Baeda,Francisco Baeda,San Luis de Quillota,https://cdn.sofifa.org/18/teams/112668.png
241131,L. Justiniano,Leonel Justiniano,,
199916,T. Eastman,Tom Eastman,Colchester United,https://cdn.sofifa.org/18/teams/1935.png
220140,F. Kent,Frankie Kent,Colchester United,https://cdn.sofifa.org/18/teams/1935.png
221932,M. Oesterhelweg,Maximilian Oesterhelweg,Sportfreunde Lotte,https://cdn.sofifa.org/18/teams/110700.png
236780,A. T眉rkaslan,Ahmet Ey眉p T眉rkaslan,Osmanl谋spor,https://cdn.sofifa.org/18/teams/112958.png
237804,J. Tabidze,Jemal Tabidze,FC Ufa,https://cdn.sofifa.org/18/teams/110822.png
239852,D. Barreto,Diego Fabian Barreto,Alianza Petrolera,https://cdn.sofifa.org/18/teams/112579.png
221165,Calder贸n,Carlos Calder贸n L贸pez,Getafe CF,https://cdn.sofifa.org/18/teams/1860.png
221677,G. Martinez,Giovanny Martinez,Corporaci贸n Club Deportivo Tulu谩,https://cdn.sofifa.org/18/teams/112934.png
231661,M. Tombakti,Moataz Tombakti,Al Fayha,https://cdn.sofifa.org/18/teams/113057.png
241133,J. Colina,Juan Colina,,
180717,L. Reddy,Liam Reddy,Perth Glory,https://cdn.sofifa.org/18/teams/111399.png
221167,C. Dummigan,Cameron Dummigan,Oldham Athletic,https://cdn.sofifa.org/18/teams/1920.png
231407,S. Donnellan,Shaun Donnellan,Walsall,https://cdn.sofifa.org/18/teams/1803.png
232175,D. Kozica,Dzenis Kozica,J枚nk枚pings S枚dra IF,https://cdn.sofifa.org/18/teams/112130.png
167919,M. Done,Matt Done,Rochdale,https://cdn.sofifa.org/18/teams/1955.png
237295,E. Latte Lath,Emmanuel Latte Lath,Pescara,https://cdn.sofifa.org/18/teams/200.png
224496,G. Guti茅rrez,Germ谩n Guti茅rrez,CPD Junior Barranquilla,https://cdn.sofifa.org/18/teams/101101.png
231664,J. Aguirre,James Aguirre,Atl茅tico Bucaramanga,https://cdn.sofifa.org/18/teams/112992.png
191728,H. Storb忙k,H氓vard Storb忙k,Sandefjord Fotball,https://cdn.sofifa.org/18/teams/1757.png
203249,J. Valencia,Joel Valencia,Piast Gliwice,https://cdn.sofifa.org/18/teams/111086.png
227825,Jang Dae Hee,Dae Hee Jang,Ulsan Hyundai Horang-i,https://cdn.sofifa.org/18/teams/1473.png
198642,D. Ulvestad,Dan Peter Ulvestad,Kristiansund BK,https://cdn.sofifa.org/18/teams/113459.png
202482,A. Rodman,Alex Rodman,Shrewsbury,https://cdn.sofifa.org/18/teams/127.png
216050,A. Gagliardi,Alejandro Gagliardi,Chacarita Juniors,https://cdn.sofifa.org/18/teams/110405.png
225010,G. Kyeremeh,Gyamfi Kyeremeh,Oldham Athletic,https://cdn.sofifa.org/18/teams/1920.png
190962,T. Aldred,Tom Aldred,Bury,https://cdn.sofifa.org/18/teams/1945.png
198899,Jo茫o Pereira,Jo茫o Duarte Vieira Pereira,Odense Boldklub,https://cdn.sofifa.org/18/teams/272.png
237043,R. Alvarado,Roberto Alvarado,Necaxa,https://cdn.sofifa.org/18/teams/101121.png
216052,F. Coniglio,Fernando Coniglio,Club Atl茅tico Hurac谩n,https://cdn.sofifa.org/18/teams/111711.png
229364,Arellano,Julen Arellano Zald煤a,CA Osasuna,https://cdn.sofifa.org/18/teams/479.png
232436,M. Sanoh,Moussa Sanoh,Crawley Town,https://cdn.sofifa.org/18/teams/110890.png
234484,L. Fosgaard,Lasse Fosgaard,Lyngby BK,https://cdn.sofifa.org/18/teams/15001.png
208885,A. N'Diaye,Alassane N'Diaye,Clermont Foot 63,https://cdn.sofifa.org/18/teams/1815.png
210421,D. Alcibiade,David Alcibiade,FC Nantes,https://cdn.sofifa.org/18/teams/71.png
212725,D. Smith,Donnie Smith,New England Revolution,https://cdn.sofifa.org/18/teams/691.png
219637,Cantero,Ander Cantero Armendariz,Villarreal CF,https://cdn.sofifa.org/18/teams/483.png
220149,T. Field,Tom Field,Bradford City,https://cdn.sofifa.org/18/teams/1804.png
227573,D. Nazon,Duckens Nazon,Coventry City,https://cdn.sofifa.org/18/teams/1800.png
177397,N. Mali,Nedeljko Mali,SV Mattersburg,https://cdn.sofifa.org/18/teams/1785.png
193013,J. Shea,James Shea,Luton Town,https://cdn.sofifa.org/18/teams/1923.png
164854,J. Mullins,Johnny Mullins,Luton Town,https://cdn.sofifa.org/18/teams/1923.png
236790,R. Touzet,Ronan Touzet,Angers SCO,https://cdn.sofifa.org/18/teams/1530.png
239862,H. Sanhaji,Hamza Sanhaji,KAS Eupen,https://cdn.sofifa.org/18/teams/2013.png
220407,M. D煤bravka,Martin D煤bravka,Sparta Praha,https://cdn.sofifa.org/18/teams/267.png
226295,B. Boutobba,Bilel Boutobba,Sevilla Atl茅tico,https://cdn.sofifa.org/18/teams/110714.png
231927,V. Zubarev,Vladimir Zubarev,FC Ufa,https://cdn.sofifa.org/18/teams/110822.png
232951,H. Nakagawa,Hiroto Nakagawa,Kashiwa Reysol,https://cdn.sofifa.org/18/teams/101145.png
179703,M. Harrington,Michael Harrington,Chicago Fire Soccer Club,https://cdn.sofifa.org/18/teams/693.png
206072,B. Miele,Brandon Miele,Shamrock Rovers,https://cdn.sofifa.org/18/teams/306.png
236280,A. L贸pez,ngel L贸pez,Monterrey,https://cdn.sofifa.org/18/teams/1032.png
214777,L. D铆az,Leandro D铆az,Tiburones Rojos de Veracruz,https://cdn.sofifa.org/18/teams/110145.png
183545,C. Herd,Chris Herd,Western Sydney Wanderers,https://cdn.sofifa.org/18/teams/112427.png
221178,L. Enoh,Lewis Enoh,Sporting Lokeren,https://cdn.sofifa.org/18/teams/2007.png
230906,K. Osorio,Kelvin Osorio,Deportivo Pasto,https://cdn.sofifa.org/18/teams/111723.png
