Book_id,Title,Author,Rating,Publish_time,Rating_count
1409,The Dry Danube: A Hitler Forgery,Paul West,3.92,2000,12
1410,"Lacrimal Gland, Tear Film, and Dry Eye Syndromes: Basic Science and Clinical Relevance",David A. Sullivan,0.00,1994,0
1411,Old Dry Frye,Paul Brett Johnson,4.15,2001,16
1412,Power Publicity for Dry Cleaners,Paul Hartunian,3.00,,1
1413,Dry Water,Paul B. Vitta,0.00,,0
1414,The Riverside Shakespeare,William Shakespeare,4.54,1997,3545
1415,World of Shakespeare: The Complete Plays and Sonnets of William Shakespeare (38 Volume Library),William Shakespeare,4.81,,47
1416,The Norton Shakespeare,William Shakespeare,4.57,,1086
1417,The Complete Pelican Shakespeare,William Shakespeare,4.58,2002,532
1418,Complete Works of William Shakespeare,William Shakespeare,4.49,,329
1419,The Complete Works,William Shakespeare,4.49,1991,58
1420,Hamlet,William Shakespeare,4.01,2005,538896
1421,The Oxford Shakespeare: The Complete Works,William Shakespeare,4.62,2005,444
1422,"Shakespeare Set Free: Teaching Romeo & Juliet, Macbeth & Midsumr Night'",William Shakespeare,4.24,1993,96
1423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company,4.47,1994,7502
1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho,3.64,1995,838
1425,The Valkyries,Paulo Coelho,3.30,1996,662
1426,Warrior of the Light,Paulo Coelho,3.69,2004,20043
1427,The Zahir,Paulo Coelho,3.57,2006,53339
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho,3.57,2006,64726
1429,The Fifth Mountain,Paulo Coelho,3.62,2000,750
1430,Eleven Minutes,Paulo Coelho,3.69,2003,107277
1431,Veronika Decides to Die,Paulo Coelho,3.69,2006,117597
1432,Hamlet,William Shakespeare,4.01,2003,22263
1433,Hamlet,William Shakespeare,4.01,2001,1475
1434,Hamlet,William Shakespeare,4.01,2004,780
1436,"Hamlet: An Authoritative Text, Intellectual Backgrounds, Extracts from the Sources, Essays in Criticism (Norton Critical Edition)",William Shakespeare,4.01,1992,441
1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.73,2000,61
1438,Shakespeare's Hamlet,William Shakespeare,4.06,2000,83
1439,Hamlet's Mill: An Essay Investigating  the Origins of Human Knowledge & Its Transmission Through Myth,Giorgio De Santillana,4.27,2015,410
1440,History of the Peloponnesian War: Bk. 1-2,Thucydides,4.25,1919,142
1441,"On Justice, Power and Human Nature: Selections from The History of the Peloponnesian War",Thucydides,3.70,1993,510
1442,"The Peloponnesian War, Bk. 2",Thucydides,4.17,1989,30
1443,Thucydides Reader: Annotated Passages from Books I-VIII of the Histories,Thucydides,4.50,2005,2
1444,History of the Peloponnesian War: Bk. 5-6,Thucydides,4.28,1921,34
1445,The Peloponnesian War,Thucydides,3.87,1998,146
1446,"Historiae, Vol. 2",Thucydides,3.93,1993,4
1447,Thucydides: An Introduction for the Common Reader,Pérez Zagorin,3.89,2005,17
1448,A Historical Commentary on Thucydides: A Companion to Rex Warner's Penguin Translation,David E. Cartwright,3.50,1997,2
1449,"The Peloponnesian War: A New Translation, Backgrounds, Interpretations",Thucydides,3.87,1998,21
1450,Thucydides,Simon Hornblower,3.83,,2
1451,Thucydides: Book I,E.C. Marchant,3.00,1991,1
1452,"Thucydides, Hobbes, and the Interpretation of Realism",Laurie M. Johnson,0.00,1993,0
1453,Once Again for Thucydides,Peter Handke,3.65,1998,38
1454,Thucydides Book I: A Students' Grammatical Commentary,Howard Don Cameron,3.00,2003,0
1455,Thucydides: Man's Place in History,H. P. Stahl,0.00,2002,0
1456,Apologies to Thucydides: Understanding History as Culture and Vice Versa,Marshall Sahlins,4.27,2004,29
1457,Thucydides,W. Robert Connor,4.42,1987,16
1458,"The Intellectual Revolution: Selections from Euripides, Thucydides and Plato",Joint Association of Classical Teachers,4.00,1980,8
1459,"History of the Peloponnesian War, Bk. 7-8",Thucydides,4.24,1923,31
1460,A Historical Commentary on Thucydides: Volume 1: Introduction and Commentary on Book I,A.W. Gomme,3.00,1963,2
1461,"Thucydides, Book 6 Commentary",Cynthia W. Shelmerdine,4.50,1989,2
1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides,4.02,1955,4512
1463,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides,4.21,1969,3174
1464,Euripides: Ten Plays,Euripides,4.15,1998,146
1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides,4.21,1968,493
1466,Grief Lessons: Four Plays by Euripides,Euripides,4.39,2006,497
1467,Ten Plays,Euripides,4.15,1990,1337
1468,"Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies, #7)",Euripides,3.98,1992,476
1469,Bacchae,Euripides,3.85,2000,179
1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides,4.30,2002,665
1471,"Three Plays of Euripides: Alcestis, Medea, the Bacchae",Euripides,3.95,,4
1472,Electra and Other Plays,Euripides,4.06,1999,171
1473,Medea and Other Plays,Euripides,4.02,2003,8741
1474,Cyclops. Alcestis. Medea,Euripides,4.18,1994,56
1475,Medea,Euripides,3.84,2002,198
1476,The Bacchae and Other Plays,Euripides,4.12,2006,133
1477,Four Plays: Medea / Hippolytus / Heracles / Bacchae,Euripides,3.97,2002,177
1478,The Bacchae of Euripides,Euripides,3.85,,3
1479,Bakkhai,Euripides,3.85,2001,117
1480,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides,3.71,2000,7
1481,Elektra,Euripides,3.92,2004,1
1482,Medea - Literary Touchstone Classic,Euripides,3.84,,118
1483,The Trojan Women and Other Plays,Euripides,3.89,2001,143
1484,"Euripides' Bacchae, Focus Classical Library (Focus Classical Library)",Steven Esposito,3.70,1998,61
1485,Hippolytus,Euripides,3.81,2001,55
1486,The Trojan Women and Hippolytus,Euripides,3.58,2002,26
1487,Euripides' Bacchae,Beth Causey,3.85,1995,13
1488,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.86,2004,95
1489,Orestes and Other Plays,Euripides,4.08,2001,120
1490,Cyclops,Euripides,3.57,1999,4
1491,Children of Heracles. Hippolytus. Andromache. Hecuba,Euripides,4.23,1995,26
1492,The Trojan Women: A Play by Euripides Translated from the Greek Into English and Adapted in Response to Aristophanes' and Aristotle's Cr,Howard Rubenstein,3.00,,2
1493,Bacchae (Plays of Euripides),Euripides,3.85,2011,13
1494,Alcestis,Euripides,3.81,1990,1559
1495,"Suppliant Women, Electra, Heracles",Euripides,4.46,1998,28
1496,Iphigenia in Aulis,Euripides,4.01,1997,2371
1497,Three Great Plays: Medea / Hippolytus / Helen,Euripides,3.76,1958,15
1498,Helen,Euripides,3.66,2007,3
1499,Medea,Euripides,3.84,2006,302
